@relation words-weka.filters.unsupervised.attribute.Remove-R5-49

@attribute word1Length numeric
@attribute word2Length numeric
@attribute word2-word1Length numeric
@attribute word2-word1LengthAbs numeric
@attribute damerau numeric
@attribute levenshtein numeric
@attribute dice numeric
@attribute hamming numeric
@attribute classe {true,false}

@data
37,35,-2,2,34,34,1,26,true
62,60,-2,2,33,35,0.79661,30,false
12,14,2,2,13,13,1,11,true
177,131,-46,46,158,158,1,127,true
156,61,-95,95,140,140,1,120,true
170,109,-61,61,61,61,0.221818,118,false
66,17,-49,49,49,49,0.620253,51,false
116,86,-30,30,33,33,0.181818,70,false
118,63,-55,55,55,55,0.306818,82,false
74,30,-44,44,67,67,1,57,true
53,57,4,4,55,55,1,36,true
154,83,-71,71,136,136,1,108,true
1,1,0,0,0,0,?,0,false
72,66,-6,6,51,52,0.970149,29,false
45,35,-10,10,42,42,1,34,true
45,21,-24,24,29,29,0.580645,30,false
28,26,-2,2,26,26,1,19,true
140,62,-78,78,78,78,0.393939,104,false
19,19,0,0,0,0,0,3,false
141,95,-46,46,110,112,0.931034,92,false
117,81,-36,36,100,100,1,77,true
92,72,-20,20,84,84,1,58,true
111,59,-52,52,102,102,1,78,true
12,14,2,2,8,8,1,2,false
90,89,-1,1,1,1,0.005714,51,false
79,85,6,6,83,83,1,45,true
60,60,0,0,50,50,0.947368,28,false
38,38,0,0,20,20,0.666667,14,false
149,106,-43,43,48,48,0.203187,99,false
115,51,-64,64,101,101,1,88,true
165,32,-133,133,150,150,1,142,true
78,81,3,3,42,42,0.819355,37,false
145,58,-87,87,87,87,0.437186,108,false
39,39,0,0,18,18,0.702703,14,false
179,183,4,4,172,172,1,130,true
88,32,-56,56,79,79,1,71,true
84,84,0,0,80,80,1,50,true
136,99,-37,37,98,98,0.87013,92,false
113,31,-82,82,103,103,0.985714,94,true
109,73,-36,36,38,38,0.235955,71,false
186,105,-81,81,81,81,0.28223,139,false
22,23,1,1,22,22,1,17,true
164,87,-77,77,88,88,0.376518,125,false
161,91,-70,70,144,144,1,119,true
53,54,1,1,3,3,0.048544,19,false
86,61,-25,25,59,59,0.916084,48,false
50,50,0,0,33,33,0.875,17,false
16,15,-1,1,10,10,0.703704,2,false
21,21,0,0,0,0,0,3,false
63,50,-13,13,60,60,1,42,true
182,107,-75,75,75,75,0.263158,132,false
66,54,-12,12,59,59,1,41,true
110,81,-29,29,29,29,0.15508,68,false
140,25,-115,115,130,130,0.850932,122,false
101,95,-6,6,94,94,1,62,true
109,83,-26,26,26,26,0.138298,64,false
153,104,-49,49,135,135,1,109,true
59,25,-34,34,53,53,1,44,true
172,146,-26,26,26,26,0.082803,120,false
39,39,0,0,38,38,1,24,true
55,41,-14,14,14,14,0.152174,24,false
58,36,-22,22,28,28,0.311111,28,false
137,40,-97,97,118,118,0.930636,110,false
70,46,-24,24,47,48,0.875,44,false
72,76,4,4,69,69,1,40,true
51,43,-8,8,49,49,1,33,true
14,14,0,0,4,4,0.5,3,false
166,118,-48,48,63,63,0.25,119,false
156,44,-112,112,119,119,0.653061,122,false
2,2,0,0,0,0,?,0,false
185,41,-144,144,170,170,0.963964,157,false
78,49,-29,29,50,50,0.756098,46,false
143,124,-19,19,130,130,1,95,true
110,42,-68,68,99,99,1,85,true
12,13,1,1,13,13,1,10,true
90,56,-34,34,34,34,0.239437,52,false
192,116,-76,76,172,172,0.993421,144,true
108,60,-48,48,48,48,0.292683,74,false
168,109,-59,59,146,146,1,122,true
179,28,-151,151,169,169,1,158,true
94,78,-16,16,85,85,1,59,true
182,40,-142,142,149,149,0.715596,152,false
115,65,-50,50,90,91,0.931818,76,false
95,95,0,0,93,93,1,56,true
108,48,-60,60,60,60,0.394737,77,false
60,60,0,0,42,42,0.913793,24,false
157,23,-134,134,144,144,0.863636,139,false
61,45,-16,16,16,16,0.156863,30,false
133,77,-56,56,119,119,1,102,true
12,12,0,0,5,5,0.6,3,false
130,51,-79,79,99,99,0.853107,95,false
95,75,-20,20,85,85,1,59,true
155,130,-25,25,142,142,1,108,true
115,74,-41,41,103,103,1,78,true
142,122,-20,20,130,131,1,93,true
198,127,-71,71,160,160,0.919003,148,false
157,47,-110,110,143,143,1,126,true
22,22,0,0,13,13,0.7,5,false
25,25,0,0,14,16,0.956522,6,false
35,30,-5,5,32,32,1,23,true
168,121,-47,47,147,147,1,122,true
155,91,-64,64,79,79,0.355372,109,false
170,142,-28,28,42,42,0.162338,118,false
49,43,-6,6,46,46,1,32,true
10,10,0,0,1,2,0.5,2,false
101,94,-7,7,59,59,0.82199,55,false
59,62,3,3,41,41,0.811966,23,false
89,38,-51,51,82,82,1,70,true
116,84,-32,32,32,32,0.163265,71,false
97,79,-18,18,91,91,1,62,true
9,9,0,0,4,4,0.571429,3,false
28,28,0,0,24,24,1,19,true
81,44,-37,37,48,48,0.404959,52,false
162,79,-83,83,145,145,1,124,true
43,27,-16,16,30,30,0.787879,23,false
83,78,-5,5,77,78,1,52,true
38,39,1,1,36,36,1,25,true
15,15,0,0,14,14,1,12,true
35,30,-5,5,35,35,1,28,true
54,45,-9,9,14,14,0.178947,22,false
155,58,-97,97,115,116,0.84689,117,false
199,115,-84,84,178,178,0.993548,153,true
50,31,-19,19,48,48,1,38,true
140,114,-26,26,26,26,0.104,95,false
159,78,-81,81,141,141,1,119,true
132,93,-39,39,52,52,0.266968,88,false
188,164,-24,24,170,170,1,136,true
7,7,0,0,3,4,1,0,false
142,71,-71,71,71,71,0.339713,103,false
167,52,-115,115,145,145,0.962791,134,false
152,99,-53,53,132,132,1,112,true
171,62,-109,109,153,153,0.991266,133,true
140,67,-73,73,125,125,1,101,true
145,153,8,8,103,103,0.857143,94,false
195,81,-114,114,173,173,1,154,true
21,22,1,1,1,1,0.025641,5,false
162,113,-49,49,146,146,1,116,true
49,50,1,1,50,50,1,34,true
35,36,1,1,16,16,0.761194,10,false
89,71,-18,18,83,83,1,53,true
50,52,2,2,49,49,1,30,true
39,42,3,3,3,3,0.038961,7,false
47,26,-21,21,27,27,0.391304,28,false
109,15,-94,94,100,100,0.95,96,false
8,8,0,0,8,8,1,7,true
29,22,-7,7,18,18,0.829787,10,false
143,31,-112,112,129,129,0.941176,118,false
165,96,-69,69,83,83,0.338521,121,false
23,20,-3,3,5,5,0.128205,7,false
96,40,-56,56,85,85,1,74,true
100,95,-5,5,12,12,0.089005,58,false
102,59,-43,43,44,44,0.286624,69,false
55,57,2,2,55,55,1,36,true
62,54,-8,8,59,59,1,42,true
85,24,-61,61,67,67,0.657143,65,false
138,144,6,6,6,6,0.021739,86,false
23,23,0,0,22,22,1,15,true
10,10,0,0,4,4,0.625,0,false
182,55,-127,127,144,144,0.665236,147,false
113,76,-37,37,101,101,1,76,true
134,129,-5,5,22,22,0.104247,81,false
127,116,-11,11,21,21,0.104603,76,false
12,14,2,2,13,13,1,8,true
175,58,-117,117,147,147,0.895197,139,false
163,157,-6,6,113,114,0.873418,111,false
123,50,-73,73,111,111,1,96,true
178,110,-68,68,78,78,0.295775,132,false
91,38,-53,53,59,59,0.52,64,false
72,60,-12,12,66,66,1,47,true
25,18,-7,7,23,23,1,19,true
157,93,-64,64,138,138,1,115,true
44,30,-14,14,16,16,0.257143,20,false
36,36,0,0,1,1,0.029412,13,false
147,74,-73,73,84,84,0.419355,107,false
67,41,-26,26,53,53,0.903846,37,false
89,64,-25,25,34,34,0.248322,53,false
13,11,-2,2,13,13,1,12,true
150,78,-72,72,112,112,0.892857,110,false
199,73,-126,126,132,132,0.514925,160,false
61,62,1,1,1,1,0.008403,26,false
90,84,-6,6,85,85,1,59,true
31,15,-16,16,31,31,1,28,true
113,80,-33,33,99,99,1,72,true
14,11,-3,3,13,13,1,11,true
159,128,-31,31,133,133,0.915194,110,false
52,55,3,3,33,33,0.92233,13,false
127,45,-82,82,82,82,0.493976,96,false
158,142,-16,16,143,143,0.986486,112,true
197,81,-116,116,172,172,1,155,true
67,64,-3,3,39,39,0.748031,26,false
136,102,-34,34,48,48,0.222222,87,false
21,21,0,0,21,21,1,16,true
114,82,-32,32,102,102,1,76,true
53,44,-9,9,49,49,1,34,true
72,64,-8,8,68,68,1,43,true
89,87,-2,2,42,42,0.744186,50,false
200,119,-81,81,150,150,0.892063,151,false
77,51,-26,26,26,26,0.209677,44,false
47,44,-3,3,9,9,0.103448,20,false
195,77,-118,118,127,127,0.507463,155,false
54,48,-6,6,49,49,1,31,true
27,12,-15,15,25,25,1,23,true
175,78,-97,97,153,153,1,135,true
160,120,-40,40,141,141,0.992754,112,true
46,46,0,0,44,44,1,33,true
90,16,-74,74,84,84,1,80,true
137,140,3,3,130,130,1,87,true
67,54,-13,13,14,14,0.128205,32,false
185,168,-17,17,172,172,0.994269,132,true
193,46,-147,147,153,153,0.676596,156,false
24,24,0,0,0,0,0,5,false
62,48,-14,14,60,60,1,42,true
95,91,-4,4,89,89,1,57,true
194,34,-160,160,178,178,1,173,true
106,62,-44,44,55,55,0.353659,66,false
44,49,5,5,36,36,0.88764,20,false
109,81,-28,28,37,37,0.236559,67,false
111,60,-51,51,87,87,0.952096,73,false
67,67,0,0,46,47,0.907692,25,false
133,136,3,3,3,3,0.011321,82,false
6,6,0,0,2,2,0.75,0,false
52,48,-4,4,6,6,0.0625,19,false
180,171,-9,9,9,9,0.025937,126,false
107,93,-14,14,18,18,0.102041,64,false
175,156,-19,19,158,158,1,124,true
152,69,-83,83,134,134,1,115,true
118,117,-1,1,91,91,0.939394,69,false
78,17,-61,61,61,61,0.666667,63,false
65,65,0,0,28,28,0.603175,30,false
196,66,-130,130,177,177,1,157,true
111,62,-49,49,99,99,1,81,true
158,58,-100,100,142,142,1,123,true
162,41,-121,121,121,121,0.606061,136,false
185,106,-79,79,167,167,1,139,true
194,73,-121,121,162,162,0.908745,154,false
14,14,0,0,4,4,0.583333,2,false
155,72,-83,83,140,140,1,113,true
23,23,0,0,9,9,0.52381,8,false
25,24,-1,1,1,1,0.022222,4,false
65,65,0,0,63,63,1,34,true
79,63,-16,16,21,21,0.147059,43,false
179,67,-112,112,119,119,0.53527,142,false
108,34,-74,74,74,74,0.536232,82,false
57,47,-10,10,38,38,0.86,24,false
96,38,-58,58,82,82,0.969231,66,false
81,27,-54,54,74,74,1,63,true
135,33,-102,102,124,124,1,110,true
65,60,-5,5,5,5,0.041322,28,false
172,111,-61,61,155,155,0.992832,124,true
139,59,-80,80,101,101,0.886598,101,false
188,73,-115,115,118,118,0.486381,145,false
85,74,-11,11,78,79,1,56,true
13,13,0,0,7,7,0.636364,5,false
177,112,-65,65,126,126,0.915789,128,false
60,44,-16,16,23,23,0.26,30,false
109,91,-18,18,101,101,1,68,true
9,9,0,0,9,9,1,6,true
121,80,-41,41,41,41,0.208122,83,false
147,55,-92,92,131,131,1,112,true
45,45,0,0,44,44,1,28,true
123,23,-100,100,115,115,1,106,true
181,111,-70,70,127,128,0.861111,137,false
147,22,-125,125,136,136,1,127,true
120,78,-42,42,54,54,0.309278,76,false
160,94,-66,66,138,138,1,115,true
85,74,-11,11,42,42,0.703226,48,false
150,108,-42,42,131,131,1,105,true
74,57,-17,17,43,43,0.826772,36,false
143,84,-59,59,105,105,0.820628,100,false
126,93,-33,33,113,113,1,86,true
150,140,-10,10,142,142,1,102,true
144,76,-68,68,128,128,1,103,true
166,71,-95,95,148,148,1,126,true
29,29,0,0,15,15,0.740741,10,false
34,28,-6,6,32,32,1,24,true
121,80,-41,41,89,89,0.908629,78,false
163,108,-55,55,66,66,0.258427,114,false
147,104,-43,43,104,104,0.854251,98,false
39,36,-3,3,36,36,1,22,true
11,11,0,0,11,11,1,8,true
71,71,0,0,32,32,0.565217,38,false
119,122,3,3,3,3,0.012658,71,false
177,122,-55,55,65,65,0.233898,126,false
36,37,1,1,1,1,0.014493,12,false
16,16,0,0,16,16,1,14,true
31,19,-12,12,29,29,1,28,true
193,60,-133,133,175,175,1,153,true
47,48,1,1,47,47,1,29,true
74,71,-3,3,3,3,0.021277,36,false
193,34,-159,159,170,170,0.811659,169,false
88,65,-23,23,78,78,1,58,true
192,69,-123,123,128,128,0.51751,154,false
156,73,-83,83,143,143,1,119,true
64,28,-36,36,40,40,0.454545,44,false
191,32,-159,159,173,174,1,166,false
86,51,-35,35,35,35,0.263158,55,false
189,62,-127,127,170,170,1,156,true
151,124,-27,27,138,138,1,104,true
199,20,-179,179,189,189,1,184,true
104,40,-64,64,90,90,0.914286,79,false
46,37,-9,9,39,39,0.974684,18,false
88,92,4,4,5,5,0.034483,45,false
165,31,-134,134,151,151,1,139,true
200,160,-40,40,177,177,1,149,true
51,14,-37,37,40,40,0.672131,40,false
11,11,0,0,1,1,0.111111,2,false
118,86,-32,32,37,37,0.21,70,false
140,63,-77,77,124,124,1,101,true
124,22,-102,102,116,116,1,107,true
62,53,-9,9,9,9,0.081081,30,false
200,37,-163,163,188,188,1,174,true
55,50,-5,5,52,52,1,35,true
170,129,-41,41,53,53,0.19322,120,false
110,36,-74,74,99,99,1,87,true
14,14,0,0,8,8,0.916667,2,false
133,90,-43,43,117,117,1,94,true
3,3,0,0,0,0,0,0,false
59,48,-11,11,55,55,1,41,true
199,127,-72,72,83,83,0.273292,152,false
27,27,0,0,27,27,1,20,true
159,17,-142,142,149,149,0.94186,145,false
117,86,-31,31,39,39,0.21608,71,false
113,25,-88,88,106,106,1,95,true
144,69,-75,75,75,75,0.358852,105,false
86,91,5,5,72,72,0.919075,43,false
108,75,-33,33,96,96,1,70,true
25,28,3,3,19,19,0.877551,5,false
191,125,-66,66,168,168,1,142,true
152,108,-44,44,115,116,0.890625,105,false
28,26,-2,2,2,2,0.04,6,false
8,8,0,0,8,8,1,7,true
164,93,-71,71,141,141,1,124,true
100,84,-16,16,91,91,1,64,true
65,64,-1,1,64,64,1,40,true
174,51,-123,123,123,123,0.556561,139,false
24,20,-4,4,23,23,1,16,true
155,135,-20,20,138,138,1,106,true
64,52,-12,12,59,59,1,35,true
2,2,0,0,2,2,?,2,true
170,90,-80,80,154,154,1,126,true
60,64,4,4,61,61,1,36,true
118,51,-67,67,77,77,0.490909,84,false
29,29,0,0,0,0,0,9,false
197,114,-83,83,175,175,0.993464,151,true
2,2,0,0,0,0,?,0,false
28,28,0,0,0,0,0,4,false
21,23,2,2,22,22,1,11,true
2,2,0,0,0,0,?,0,false
22,22,0,0,10,10,0.8,2,false
127,100,-27,27,35,35,0.174888,81,false
31,32,1,1,30,30,1,19,true
89,45,-44,44,44,44,0.338462,61,false
150,118,-32,32,45,45,0.181818,103,false
59,58,-1,1,56,56,1,36,true
36,36,0,0,33,33,1,24,true
73,73,0,0,52,52,0.901408,35,false
48,48,0,0,48,48,1,31,true
3,3,0,0,3,3,1,3,true
199,85,-114,114,179,179,1,155,true
9,9,0,0,9,9,1,7,true
196,52,-144,144,169,169,0.852459,161,false
6,7,1,1,1,1,0.111111,0,false
57,55,-2,2,54,54,1,32,true
183,88,-95,95,162,162,1,144,true
100,97,-3,3,95,95,1,58,true
183,130,-53,53,72,72,0.236246,132,false
169,94,-75,75,151,151,0.992278,122,true
96,78,-18,18,88,88,1,61,true
78,62,-16,16,16,16,0.117647,38,false
63,54,-9,9,59,59,1,36,true
99,41,-58,58,90,90,1,73,true
29,19,-10,10,10,10,0.227273,14,false
23,24,1,1,1,1,0.023256,4,false
178,23,-155,155,164,164,0.959391,161,false
177,85,-92,92,92,92,0.356589,134,false
127,97,-30,30,88,88,0.909091,82,false
173,58,-115,115,157,157,1,138,true
189,34,-155,155,168,168,0.936073,161,false
178,151,-27,27,161,161,1,128,true
78,57,-21,21,21,21,0.160305,37,false
175,149,-26,26,161,161,1,124,true
177,109,-68,68,68,68,0.241135,128,false
179,58,-121,121,158,158,1,139,true
103,97,-6,6,95,95,1,63,true
152,98,-54,54,133,133,1,108,true
82,82,0,0,3,3,0.0375,39,false
8,8,0,0,0,0,0,0,false
39,41,2,2,39,39,1,22,true
121,38,-83,83,83,83,0.535484,94,false
97,37,-60,60,89,89,1,74,true
122,104,-18,18,111,111,1,78,true
200,103,-97,97,97,97,0.324415,154,false
65,60,-5,5,7,7,0.07438,27,false
6,6,0,0,1,1,0.25,1,false
8,8,0,0,8,8,1,7,true
156,69,-87,87,139,139,1,118,true
87,87,0,0,59,60,0.894118,42,false
39,39,0,0,37,37,1,29,true
104,111,7,7,104,104,1,61,true
192,170,-22,22,180,180,1,143,true
119,92,-27,27,39,39,0.227053,77,false
40,41,1,1,40,40,1,23,true
180,103,-77,77,77,77,0.275986,130,false
91,70,-21,21,25,25,0.171975,49,false
194,149,-45,45,59,59,0.20354,144,false
134,113,-21,21,102,102,0.893004,90,false
175,47,-128,128,157,157,1,147,true
176,45,-131,131,149,150,0.990783,144,false
10,3,-7,7,7,7,0.777778,7,false
126,16,-110,110,117,117,0.884058,112,false
97,55,-42,42,86,86,1,68,true
23,23,0,0,23,23,1,19,true
119,105,-14,14,19,19,0.1,72,false
51,33,-18,18,45,45,1,36,true
110,32,-78,78,78,78,0.565217,83,false
180,55,-125,125,161,161,1,146,true
178,189,11,11,178,178,1,127,true
151,151,0,0,148,148,1,102,true
135,118,-17,17,126,126,0.991968,90,true
15,17,2,2,2,2,0.071429,1,false
124,126,2,2,5,5,0.03252,75,false
136,70,-66,66,121,121,1,100,true
79,48,-31,31,69,69,1,56,true
153,132,-21,21,21,21,0.074733,106,false
174,132,-42,42,153,154,1,124,true
25,25,0,0,24,24,1,17,true
66,7,-59,59,64,64,1,63,true
78,77,-1,1,9,9,0.086093,34,false
8,8,0,0,0,0,0,0,false
9,10,1,1,1,1,0.066667,0,false
46,45,-1,1,44,44,1,30,true
160,102,-58,58,144,144,1,122,true
196,54,-142,142,168,168,0.95935,159,false
28,29,1,1,16,16,0.924528,4,false
48,52,4,4,50,50,1,29,true
185,40,-145,145,170,170,1,160,true
166,18,-148,148,148,148,0.822222,152,false
77,65,-12,12,70,70,1,55,true
10,10,0,0,8,8,1,3,false
175,90,-85,85,155,155,1,133,true
132,110,-22,22,22,22,0.092437,80,false
171,50,-121,121,121,121,0.557604,139,false
161,46,-115,115,130,130,0.852217,124,false
154,100,-54,54,106,106,0.848,109,false
172,60,-112,112,119,119,0.561404,133,false
79,42,-37,37,37,37,0.316239,48,false
189,195,6,6,183,183,0.994737,135,true
78,62,-16,16,71,71,1,46,true
178,57,-121,121,162,162,1,140,true
36,35,-1,1,36,36,1,26,true
21,13,-8,8,20,20,1,16,true
92,92,0,0,89,89,1,52,true
194,15,-179,179,182,182,1,181,true
162,37,-125,125,148,148,1,141,true
188,58,-130,130,168,168,1,152,true
6,6,0,0,2,2,0.75,0,false
44,48,4,4,5,5,0.068182,14,false
160,57,-103,103,144,144,1,123,true
163,145,-18,18,18,18,0.059211,113,false
73,71,-2,2,2,2,0.014286,29,false
180,55,-125,125,162,162,1,146,true
122,37,-85,85,110,110,1,97,true
139,18,-121,121,128,128,1,124,true
173,134,-39,39,125,126,0.854785,121,false
110,64,-46,46,46,46,0.270588,68,false
193,110,-83,83,171,171,1,144,true
91,98,7,7,90,90,1,51,true
126,65,-61,61,113,113,1,90,true
48,48,0,0,47,47,1,26,true
81,56,-25,25,73,73,1,55,true
98,91,-7,7,90,90,1,60,true
106,38,-68,68,96,96,1,79,true
40,33,-7,7,19,20,0.73913,12,false
75,57,-18,18,48,48,0.8125,40,false
169,23,-146,146,155,155,1,152,true
51,24,-27,27,27,27,0.380282,29,false
106,82,-24,24,94,94,1,67,true
73,51,-22,22,65,65,1,46,true
159,128,-31,31,144,144,1,112,true
18,18,0,0,6,6,0.5,5,false
85,12,-73,73,76,76,0.956989,75,false
4,4,0,0,3,3,1,3,true
139,121,-18,18,95,95,0.90625,90,false
131,119,-12,12,24,24,0.113821,84,false
127,80,-47,47,101,101,0.960591,83,false
61,57,-4,4,4,4,0.035088,26,false
189,36,-153,153,174,174,1,162,true
63,53,-10,10,29,29,0.625,33,false
90,51,-39,39,81,81,1,67,true
113,55,-58,58,78,79,0.792683,80,false
23,23,0,0,12,12,0.571429,8,false
176,28,-148,148,164,164,1,156,true
159,54,-105,105,114,114,0.578947,124,false
200,45,-155,155,182,182,1,172,true
24,24,0,0,23,23,1,17,true
187,55,-132,132,172,172,1,155,true
51,44,-7,7,47,47,1,30,true
149,149,0,0,142,142,1,100,true
108,44,-64,64,86,86,0.864865,80,false
7,7,0,0,0,0,0,0,false
28,26,-2,2,26,26,1,20,true
33,33,0,0,33,33,1,19,true
199,91,-108,108,175,175,1,152,true
42,38,-4,4,42,42,1,30,true
68,66,-2,2,6,6,0.061538,29,false
44,40,-4,4,4,4,0.05,18,false
48,32,-16,16,43,44,1,35,true
155,97,-58,58,139,139,0.991935,115,true
109,77,-32,32,80,81,0.901099,73,false
187,53,-134,134,161,161,0.932203,152,false
65,41,-24,24,59,59,1,46,true
118,120,2,2,8,8,0.051282,69,false
147,67,-80,80,131,131,1,116,true
6,6,0,0,6,6,1,6,true
26,25,-1,1,13,14,0.744681,5,false
157,62,-95,95,139,139,1,117,true
40,45,5,5,44,44,1,27,true
104,103,-1,1,100,100,1,61,true
151,147,-4,4,142,142,1,102,true
51,45,-6,6,45,45,1,33,true
107,105,-2,2,99,99,1,67,true
50,46,-4,4,10,10,0.130435,22,false
91,96,5,5,89,89,0.989011,59,true
52,46,-6,6,6,6,0.06383,21,false
149,143,-6,6,105,105,0.868056,95,false
182,101,-81,81,133,133,0.849462,132,false
179,105,-74,74,82,82,0.342857,133,false
88,56,-32,32,80,80,1,61,true
87,61,-26,26,74,74,1,60,true
163,56,-107,107,107,107,0.497674,126,false
64,60,-4,4,62,62,1,35,true
88,63,-25,25,80,80,1,59,true
42,44,2,2,2,2,0.02439,10,false
164,163,-1,1,107,107,0.839009,111,false
12,12,0,0,0,0,0,0,false
92,72,-20,20,49,49,0.775,53,false
93,95,2,2,55,55,0.804348,50,false
50,50,0,0,30,30,0.875,21,false
179,29,-150,150,167,167,1,158,true
127,56,-71,71,72,72,0.441341,89,false
123,84,-39,39,48,48,0.261084,83,false
146,140,-6,6,140,141,1,100,true
90,59,-31,31,82,82,1,55,true
151,64,-87,87,137,137,1,120,true
82,47,-35,35,35,35,0.28,51,false
55,54,-1,1,1,1,0.009524,20,false
92,59,-33,33,33,33,0.22449,53,false
76,74,-2,2,74,74,1,47,true
78,67,-11,11,72,72,1,48,true
46,40,-6,6,6,6,0.073171,17,false
170,165,-5,5,15,15,0.06383,117,false
92,59,-33,33,81,81,1,63,true
52,14,-38,38,38,38,0.612903,40,false
33,34,1,1,1,1,0.015873,5,false
80,78,-2,2,79,79,1,49,true
170,63,-107,107,134,136,0.90393,132,false
96,91,-5,5,61,61,0.836066,49,false
184,41,-143,143,167,167,1,158,true
22,22,0,0,21,21,1,15,true
13,13,0,0,13,13,1,11,true
86,57,-29,29,31,31,0.23741,47,false
149,126,-23,23,29,29,0.114391,97,false
116,76,-40,40,101,102,1,83,true
187,58,-129,129,171,171,1,157,true
181,21,-160,160,173,173,1,167,true
84,61,-23,23,75,75,1,60,true
117,85,-32,32,32,32,0.161616,73,false
57,39,-18,18,50,50,1,39,true
187,95,-92,92,165,165,1,144,true
173,112,-61,61,71,71,0.274021,125,false
116,117,1,1,110,110,1,79,true
26,26,0,0,26,26,1,16,true
181,91,-90,90,159,159,1,139,true
3,3,0,0,3,3,1,3,true
28,27,-1,1,1,1,0.019608,8,false
32,32,0,0,32,32,1,21,true
144,70,-74,74,74,74,0.352381,106,false
199,107,-92,92,162,162,0.933775,153,false
193,85,-108,108,170,170,1,151,true
32,33,1,1,33,33,1,23,true
167,87,-80,80,146,146,1,122,true
66,58,-8,8,61,61,1,46,true
129,99,-30,30,30,30,0.133929,83,false
122,97,-25,25,110,110,1,81,true
157,99,-58,58,123,123,0.888889,112,false
88,73,-15,15,80,80,1,54,true
73,76,3,3,58,58,0.931034,32,false
98,70,-28,28,87,87,1,65,true
179,65,-114,114,122,122,0.55,141,false
19,20,1,1,20,20,1,14,true
17,17,0,0,2,2,0.266667,1,false
29,29,0,0,29,29,1,24,true
171,44,-127,127,156,156,0.990521,143,false
27,27,0,0,26,26,1,16,true
106,81,-25,25,77,77,0.868852,61,false
137,69,-68,68,111,111,0.960396,100,false
10,10,0,0,9,9,1,8,true
75,52,-23,23,69,69,1,48,true
8,8,0,0,8,8,1,8,true
109,100,-9,9,76,76,0.911765,62,false
45,45,0,0,43,43,1,26,true
178,80,-98,98,156,156,1,135,true
121,117,-4,4,72,73,0.846154,69,false
143,56,-87,87,126,126,1,109,true
97,67,-30,30,38,38,0.25,60,false
27,28,1,1,1,1,0.019608,5,false
29,29,0,0,29,29,1,20,true
191,169,-22,22,177,177,1,139,true
146,55,-91,91,133,133,1,118,true
71,16,-55,55,55,55,0.662651,58,false
183,146,-37,37,169,169,1,132,true
4,4,0,0,4,4,1,4,true
180,46,-134,134,165,165,1,149,true
78,31,-47,47,68,68,1,60,true
66,43,-23,23,62,62,1,44,true
66,26,-40,40,60,60,1,53,true
124,113,-11,11,116,116,1,79,true
4,4,0,0,4,4,1,4,true
146,57,-89,89,113,113,0.959799,108,false
151,71,-80,80,84,84,0.40367,107,false
114,70,-44,44,84,85,0.9,74,false
92,62,-30,30,83,83,1,64,true
7,7,0,0,0,0,0,0,false
56,57,1,1,36,37,0.796296,25,false
98,62,-36,36,87,87,1,66,true
158,72,-86,86,138,138,1,124,true
22,20,-2,2,8,8,0.736842,6,false
144,119,-25,25,131,131,1,96,true
130,60,-70,70,116,116,1,96,true
89,69,-20,20,32,32,0.25974,48,false
120,68,-52,52,93,93,0.967391,77,false
4,4,0,0,4,4,1,4,true
142,112,-30,30,128,128,1,98,true
15,15,0,0,15,15,1,10,true
161,75,-86,86,99,99,0.463203,123,false
43,44,1,1,42,42,1,27,true
108,98,-10,10,74,74,0.851485,60,false
41,41,0,0,39,39,1,29,true
98,71,-27,27,88,88,1,68,true
138,115,-23,23,25,25,0.108434,89,false
46,48,2,2,47,47,1,31,true
45,45,0,0,44,44,1,27,true
25,25,0,0,24,24,1,15,true
102,110,8,8,99,99,0.990385,60,true
31,31,0,0,31,31,1,18,true
136,72,-64,64,119,119,1,97,true
161,54,-107,107,107,107,0.507109,122,false
109,43,-66,66,99,99,1,83,true
16,17,1,1,7,7,0.655172,1,false
164,52,-112,112,146,146,1,131,true
144,119,-25,25,134,134,1,97,true
85,69,-16,16,78,78,1,49,true
174,138,-36,36,111,111,0.792208,122,false
133,139,6,6,9,9,0.044776,82,false
16,16,0,0,16,16,1,15,true
9,9,0,0,8,8,1,5,true
57,38,-19,19,49,49,0.956044,37,true
128,88,-40,40,114,114,1,91,true
51,54,3,3,51,51,1,35,true
72,72,0,0,68,68,0.985714,44,true
173,121,-52,52,118,118,0.862069,121,false
47,42,-5,5,45,45,1,32,true
62,19,-43,43,57,57,1,53,true
52,57,5,5,5,5,0.047619,21,false
111,99,-12,12,104,104,1,72,true
48,30,-18,18,19,19,0.27027,26,false
18,17,-1,1,18,18,1,16,true
78,59,-19,19,73,73,1,48,true
190,151,-39,39,39,39,0.115727,139,false
200,81,-119,119,177,177,1,161,true
70,64,-6,6,63,63,1,41,true
105,87,-18,18,29,29,0.191489,64,false
68,71,3,3,41,41,0.792593,30,false
156,76,-80,80,140,140,1,111,true
179,77,-102,102,143,143,0.912698,135,false
156,19,-137,137,145,145,1,142,true
95,98,3,3,96,96,1,60,true
142,66,-76,76,126,126,1,112,true
189,104,-85,85,169,169,1,141,true
168,142,-26,26,39,39,0.130719,117,false
189,147,-42,42,167,167,1,138,true
19,19,0,0,0,0,0,3,false
112,104,-8,8,19,19,0.103774,64,false
123,71,-52,52,105,105,0.957895,81,false
187,73,-114,114,167,167,1,152,true
32,32,0,0,15,15,0.533333,14,false
10,10,0,0,2,2,0.5,2,false
