@RELATION words

%Length

@attribute word1Length real
@attribute word2Length real
@attribute word2-word1Length real
@attribute word2-word1LengthAbs real

%Proposed Attributes

@attribute comProbabilityChar0Dist0 real
@attribute comProbabilityChar0Dist0DivWord2Length real
@attribute comProbabilityCharMDist0 real
@attribute comProbabilityChar0DistM real
@attribute comProbabilityCharMDistM real
@attribute comWeightedTotalProbabilityDist0 real
@attribute comWeightedTotalProbabilityDist1 real
@attribute comWeightedTotalProbabilityDistM real
@attribute comWeightedTotalProbability real

@attribute comNormWeightedTotalProbability real

@attribute comWeightedTotalProbability(WTPS)DivWord1Length real
@attribute comWeightedTotalProbability(WTPS)DivWord2Length real
@attribute comWeightedTotalProbability(WTPS)Div real
@attribute comMagicalColumnDiv(COD) real
@attribute comMagicalColumnDiv2(COD) real

@attribute rlmMclcs real
@attribute rlmNormMclcs real
@attribute rlmTotalLength(SO_ou_RLMSO) real

@attribute rlmNormTotalLength(SO_ou_RLMSO_div) real

@attribute rlmTotalLength(SO_ou_RLMSO)DivWord2Length real
@attribute rlmTotalLength(WSO_ou_RLMWSO)Weighted real
@attribute rlmTotalLengthWeightedInv real
@attribute rlmMaxLengthOccurrences(MO) real
@attribute rlmMaxLength(MORL) real
@attribute rlmMinLengthMaxOccurrences(MLMO) real
@attribute rlmMaxOccurrencesMinLength(MOML) real



%Mutual Information

@attribute mi0 real
@attribute mi1 real
@attribute mi2 real
@attribute mi3 real
@attribute mi4 real
@attribute meanMI real
%proposed mi's
@attribute weightedMeanMI real
@attribute wmi0 real
@attribute wmi1 real
@attribute wmi2 real
@attribute wmi3 real
@attribute wmi4 real
@attribute meanWMI real
@attribute weightedMeanWMI real

%LCS

@attribute nlcs real
@attribute mclcs00 real
@attribute mclcs01 real
@attribute mclcsLength/2Length/2 real
@attribute nmclcs real

%distances

@attribute damerau real
%@attribute jaroWinkler real
@attribute levenshtein real
@attribute dice real
@attribute hamming real

@attribute classe {non,other}

@DATA
211,317,106,106,0.0,0.0,0.33333334,0.0,1.0,-162.0,-184.0,-198.0,-58480.0,51129.67243261023,-277.1564,-184.47949,-60471.586,-1543709.0,246.66667,2.0,5.980235322259931E-5,530.0,4.199620255057036,1.6719242,533.0,528.0,527.0,2.0,1,527,3.4202142,3.4306853,3.3859258,3.3857114,3.4039483,3.295608,20.05639,1.7165581,1.7175251,1.6929742,1.6928557,1.7019855,1.6541479,10.060099,0.010106597694619284,3,1,0,5.382211790033938E-4,292.0,292.0,1.0,192,non
258,307,49,49,0.33333334,0.0010857764,0.0,0.0,0.0,-151.0,-159.0,-163.0,-49248.0,30620.982046814635,-190.88373,-160.41693,-50893.27,-2005736.0,301.5,3.0,1.1362775547307023E-4,652.0,5.3670681514026715,2.1237786,673.0,634.0,632.0,2.0,1,632,3.5798898,3.539608,3.5920138,3.697894,3.6640458,3.584455,22.065495,1.8014498,1.7717198,1.81092,1.8547343,1.8348497,1.8009764,11.088771,0.018230942100345933,3,1,1,6.18640002020049E-4,286.0,286.0,0.9963636363636363,224,non
217,526,309,309,0.0,0.0,0.0,0.0,0.25,-220.0,-228.0,-159.0,-115931.0,117748.03981882217,-534.24426,-220.40114,-127330.086,-2.3186308E7,626.8334,4.0,1.4017627166161448E-4,1410.0,17.417777855653483,2.6806083,1482.0,1348.0,1345.0,3.0,1,1345,3.1944659,3.1829095,3.1923938,3.2666,3.2157915,3.1119144,18.975763,1.6133926,1.5963609,1.6053938,1.6450876,1.6157115,1.5632848,9.534339,0.01774105938217308,3,2,3,7.096423752869233E-4,481.0,481.0,0.989010989010989,187,non
201,251,50,50,0.0,0.0,0.0,0.0,0.0,-68.0,-26.0,-78.0,-17836.0,6305.58157420071,-88.73632,-71.05976,-19949.566,-845849.0,298.5,9.0,0.0016055182256050425,733.0,10.649719529840835,2.9203188,940.0,633.0,625.0,5.0,1,625,3.5834131,3.5916605,3.656076,3.6774783,3.667439,3.5776749,21.201847,1.7913284,1.8892803,1.8893558,1.9498199,1.850572,1.8014284,10.775345,0.09712394204277418,1,11,4,0.0038849576817109673,212.0,212.0,0.9264367816091954,137,other
252,317,65,65,0.0,0.0,0.014925373,0.0,0.0,339.0,189.0,-17.0,-687.0,5.908179360072104,-2.7261906,-2.1671925,-6925.049,-3454830.0,643.3334,27.0,0.009125732311852186,3056.0,116.90871764057884,9.640379,13995.0,1352.0,1326.0,19.0,1,1326,4.372199,3.6608996,3.371135,3.3357825,3.2731164,3.2920575,21.448072,3.0908809,2.2400243,1.7064248,1.6761118,1.6601166,1.6650627,11.922732,0.1743027389715087,67,41,6,0.056193981272845625,89.0,89.0,0.3269961977186312,141,other
271,317,46,46,0.0,0.0,0.0,0.0,0.0,-177.0,-140.0,-185.0,-52698.0,32326.576460591103,-194.45757,-166.23975,-55602.477,-2968418.0,288.83334,4.0,1.86247919261527E-4,751.0,6.565250794463781,2.369085,774.0,735.0,732.0,2.0,1,732,3.47166,3.503174,3.4799304,3.483552,3.450287,3.453353,21.462036,1.7473845,1.7694886,1.7494171,1.7552803,1.7251436,1.7343786,10.780963,0.013456412166645325,2,4,0,4.190578183384358E-4,301.0,301.0,0.9927272727272727,241,other
206,307,101,101,0.0,0.0,0.0,0.0,0.0,-98.0,-83.0,-3.0,-28956.0,13257.802346541856,-140.56311,-94.31922,-30969.568,-3816627.0,324.83334,45.0,0.0320198602194744,3121.0,154.02171025584263,10.166123,35486.0,727.0,683.0,29.0,1,683,3.7997067,3.7135932,3.7460115,3.8620026,3.7082012,3.711951,22.182373,1.9131126,1.8703834,1.8761672,2.1995232,1.8541006,1.8734174,11.257727,0.1309414629518358,2,3,2,0.0320198602194744,223.0,223.0,0.4940711462450593,150,other
185,526,341,341,0.0,0.0,0.2,0.0,1.0,-190.0,-191.0,-150.0,-103718.0,110547.97578871647,-560.6378,-197.18251,-118065.3,-2.5020564E7,708.5834,3.0,9.248792518754495E-5,1541.0,24.40325763025383,2.9296577,1653.0,1439.0,1437.0,3.0,1,1437,2.932741,2.9568331,2.911662,2.9048579,2.9962392,2.8798132,17.029385,1.4999988,1.4877008,1.4555335,1.4519029,1.5132668,1.4465747,8.577868,0.024673723152810606,5,3,1,0.001027643613194944,471.0,471.0,0.9826086956521739,153,non
240,251,11,11,0.0,0.0,0.0,0.0,0.0,-60.0,-77.0,-57.0,-23770.0,9379.364209827358,-99.041664,-94.701195,-27506.34,-1950081.0,357.58334,4.0,2.656042496679947E-4,1223.0,24.82949867197875,4.87251,1365.0,1100.0,1097.0,3.0,1,1097,3.2463007,3.2722566,3.2743924,3.227107,3.2733088,3.289775,19.948687,1.6368687,1.6517097,1.651597,1.6140711,1.6368654,1.6636955,10.06199,0.020335325365205843,6,4,3,0.00200863213811421,237.0,237.0,0.9606126914660832,205,non
253,317,64,64,0.16666667,5.257624E-4,0.0,0.0,0.0,-68.0,-66.0,16.0,-15321.0,2926.8094038727695,-60.557312,-48.33123,-29091.654,-7304019.0,729.69995,20.0,0.0049874689841772546,2411.0,72.47940798743157,7.605678,5093.0,1680.0,1661.0,11.0,1,1661,2.9337947,3.0091588,3.0591888,3.0715256,2.9808538,2.9469209,18.187029,1.5001843,1.5047103,1.5499917,1.5437526,1.4969442,1.4913802,9.214561,0.036358648894652186,6,2,2,0.00779292028777696,258.0,258.0,0.7484787018255579,202,other
204,317,113,113,0.0,0.0,0.0,0.0,0.0,-165.0,-122.0,-160.0,-53454.0,44184.60623492299,-262.02942,-168.6246,-57049.34,-3112188.0,282.0,4.0,2.474175790189893E-4,671.0,6.962346137193047,2.1167192,732.0,619.0,616.0,3.0,1,616,3.3572967,3.4421022,3.2756042,3.2638452,3.3272588,3.1556542,19.345673,1.6859683,1.7930464,1.6378021,1.6396203,1.6734394,1.5868909,9.745083,0.013004886497185624,2,5,0,9.896703160759573E-4,294.0,294.0,0.987603305785124,181,other
352,307,-45,45,0.0,0.0,0.0,0.0,0.0,9.0,-17.0,-14.0,-6206.0,356.40394580989044,-17.630682,-20.214983,-7917.3423,-1778863.0,350.0,23.0,0.00489524726088244,2332.0,50.32410423452769,7.5960913,8505.0,1242.0,1220.0,16.0,1,1220,3.8659005,3.8991928,3.8280115,3.9027991,3.8730938,3.894865,24.518824,1.9617958,1.9709345,1.9140058,1.9923077,1.9365469,1.962612,12.411203,0.1999648356529464,7,2,6,0.010077361563517915,208.0,208.0,0.5514592933947773,205,other
160,526,366,366,0.1,1.9011406E-4,0.1,0.0,0.0,-129.0,-187.0,-165.0,-90797.0,97957.40504990495,-567.48126,-172.61787,-102650.516,-2.4933636E7,486.2,15.0,0.0026734790874524714,1749.0,36.347445342205326,3.325095,3304.0,1308.0,1294.0,10.0,1,1294,3.0190842,2.918007,2.9760273,2.954829,2.9557612,2.9126558,16.76718,1.6003529,1.496613,1.5021464,1.4883158,1.4766942,1.4601138,8.517681,0.08788022813688214,10,4,0,0.01373574144486692,428.0,429.0,0.772795216741405,79,other
115,251,136,136,0.0,0.0,0.0,0.0,0.0,-157.0,-138.0,-145.0,-37446.0,48577.96348518968,-325.6174,-149.18726,-38164.617,-678325.0,130.0,2.0,1.3857613026156245E-4,253.0,2.2175298804780876,1.0079681,268.0,239.0,238.0,2.0,1,238,3.2879453,3.3268917,3.2461398,3.4005995,3.3239274,3.1157348,17.293623,1.6439726,1.7124872,1.6230699,1.7131395,1.6809459,1.5662423,8.704006,0.019954962757664993,0,5,0,8.661008141347653E-4,233.0,233.0,1.0,95,other
165,317,152,152,0.0,0.0,0.0,0.0,0.0,-132.0,-126.0,-116.0,-37584.0,27006.15726985948,-227.78181,-118.561516,-41617.6,-3820069.0,307.83334,4.0,3.0589809769620494E-4,709.0,9.610572603001625,2.236593,753.0,672.0,669.0,2.0,1,669,3.357072,3.332893,3.3563323,3.3019354,3.315225,3.0394807,18.446253,1.6811345,1.6800277,1.6879323,1.6512566,1.671783,1.5275971,9.261485,0.026173405984131537,1,2,1,6.882707198164612E-4,292.0,292.0,0.9910313901345291,137,non
182,317,135,135,0.0,0.0,0.0,0.0,0.0,-179.0,-187.0,-167.0,-54392.0,51278.98332582244,-298.85715,-171.5836,-58083.8,-3138132.0,298.83334,3.0,1.559954241342254E-4,652.0,7.368253197906195,2.0567822,682.0,625.0,623.0,2.0,1,623,3.3186135,3.2795079,3.2893105,3.214255,3.3387668,3.0508306,18.629313,1.6644491,1.6425406,1.6446552,1.623125,1.6721702,1.5343435,9.352885,0.009983707144590426,1,1,4,0.0017332824903802822,290.0,290.0,0.9956896551724138,163,non
199,307,108,108,0.125,4.071661E-4,0.0,0.0,0.0,-118.0,-161.0,-164.0,-46359.0,35178.44730165485,-232.9598,-151.00652,-48405.69,-2468052.0,320.83334,5.0,4.092121847020117E-4,703.0,8.089453783575859,2.2899022,753.0,667.0,663.0,3.0,1,663,3.594322,3.4712017,3.4389005,3.4174733,3.400818,3.4477115,20.481674,1.8652475,1.7461402,1.7373292,1.711587,1.7157924,1.7342606,10.361154,0.03168939158332378,8,1,1,0.0010475831928371498,280.0,280.0,0.9879275653923542,164,non
209,526,317,317,0.0,0.0,0.0,0.0,0.0,-154.0,-153.0,-109.0,-71405.0,46379.409691269306,-341.65073,-135.75095,-91114.37,-2.8027764E7,891.3167,9.0,7.368057197955137E-4,2037.0,37.74418287336038,3.8726237,2471.0,1805.0,1797.0,6.0,1,1797,3.1041975,3.0722022,3.0446782,3.052793,3.1787744,2.9793062,18.084702,1.5574058,1.5492971,1.5321846,1.5262529,1.6837082,1.4969999,9.105144,0.06266487165026288,2,3,1,0.0023286699292302654,448.0,448.0,0.8941504178272981,164,other
335,251,-84,84,0.11111111,4.4267374E-4,0.0,0.0,0.0,23.0,30.0,-16.0,-2059.0,50.418992685972526,-6.146269,-8.203187,-5139.5796,-728341.0,400.5,11.0,0.001439020039246001,2033.0,49.15370161146459,8.099602,3795.0,1407.0,1397.0,9.0,1,1397,3.447451,3.522891,3.5618463,3.4423091,3.4916646,3.47152,21.267653,1.7828621,1.8104752,1.8406937,1.7643663,1.7940377,1.7524478,10.921664,0.14653029672355355,9,4,2,0.014568591306416127,187.0,187.0,0.6099290780141844,224,other
303,317,14,14,0.014285714,4.5065346E-5,0.0,0.0,0.0,427.0,419.0,10.0,12879.0,1726.880938251554,42.50495,40.62776,1686.0132,-2904406.0,962.6667,92.0,0.0881198529947632,8666.0,781.8716723407357,27.33754,161351.0,1872.0,1781.0,46.0,1,1781,4.033163,3.839971,4.8332033,3.459058,3.3864357,3.3806694,22.6803,2.7770429,2.3898435,3.6821597,1.7658105,1.7337334,1.7169796,12.922525,0.20698378986163601,70,53,3,0.09998854775067412,32.0,32.0,0.10175438596491226,169,other
248,317,69,69,0.5,0.0015772871,0.0,0.0,0.0,-185.0,-181.0,-196.0,-57366.0,41859.90073267528,-231.31451,-180.9653,-59757.367,-2302721.0,294.6667,3.0,1.1448051287269767E-4,716.0,6.521013534140633,2.258675,732.0,703.0,701.0,2.0,1,701,3.4471128,3.468189,3.3710997,3.3785563,3.5004637,3.3738093,20.771149,1.7375332,1.7345793,1.6871874,1.7112439,1.7619939,1.6954772,10.440075,0.015582069807672738,2,1,3,6.232827923069095E-4,291.0,291.0,0.9962335216572504,215,non
212,307,95,95,0.0,0.0,0.0,0.0,0.0,-167.0,-179.0,-143.0,-51765.0,41171.64318419273,-244.17453,-168.61563,-53349.617,-1945115.0,270.0,4.0,2.4583615020588775E-4,615.0,5.811336119476369,2.0032573,651.0,586.0,583.0,2.0,1,583,3.6638513,3.6465144,3.6288626,3.6144266,3.6863296,3.6425238,21.736506,1.8332678,1.8232572,1.8250223,1.8279471,1.856347,1.8307964,10.9176855,0.023369799028947206,1,0,0,5.531313379632474E-4,284.0,284.0,0.9921414538310412,178,non
308,526,218,218,0.25,4.7528517E-4,0.0,0.0,0.0,-121.0,-171.0,-175.0,-109176.0,73572.90365907857,-354.46753,-207.55893,-126351.36,-2.1882588E7,895.75006,3.0,5.55528122068046E-5,1953.0,23.543337366055997,3.7129278,2011.0,1899.0,1897.0,2.0,1,1897,3.2703633,3.2685242,3.2863204,3.2505658,3.3288522,3.2899783,20.741112,1.6525224,1.6388527,1.6541556,1.6277215,1.669145,1.6532769,10.428346,0.014820255789837538,8,4,1,7.468766974470396E-4,474.0,474.0,0.9951040391676866,271,non
224,251,27,27,0.0,0.0,0.0,0.0,0.0,-18.0,-71.0,-59.0,-16768.0,5000.815025611839,-74.85714,-66.80478,-20280.91,-1873952.0,351.0,9.0,0.0014406659077973818,998.0,17.714926010244735,3.9760957,1331.0,830.0,822.0,6.0,1,822,3.6795814,3.6868622,3.534988,3.6158106,3.6046507,3.5497975,21.565245,1.8855847,1.8433337,1.7735287,1.8290981,1.8225741,1.7903068,10.90646,0.05778671030165054,6,1,4,0.0025611838360842347,219.0,219.0,0.8901098901098901,169,other
138,317,179,179,0.0,0.0,0.0,0.33333334,0.0,-116.0,-130.0,-78.0,-32268.0,23801.577835687833,-233.82608,-101.7918,-37866.246,-4878373.0,360.49994,18.0,0.007406391441503223,1017.0,23.643053079138664,3.208202,2233.0,735.0,718.0,9.0,1,718,3.2898684,3.2567434,3.2198741,3.232301,3.2013047,2.998139,17.54285,1.6461744,1.6283717,1.6111772,1.6978093,1.6105047,1.5125607,8.853185,0.04425547478626617,1,0,2,0.017921638549810267,255.0,255.0,0.841726618705036,95,other
143,317,174,174,0.0,0.0,0.0,0.0,0.0,-184.0,-161.0,-131.0,-54481.0,65477.914914738256,-380.98602,-171.86435,-58718.305,-4176115.0,259.3333,4.0,3.5295934349562107E-4,608.0,8.15477267212283,1.917981,650.0,573.0,570.0,2.0,1,570,3.2003264,3.2775712,3.1662076,3.189014,3.2520711,2.9292839,17.371874,1.611325,1.649851,1.584964,1.6092689,1.6333562,1.4717982,8.728193,0.012706536365842359,2,3,1,0.0014118373739824843,292.0,292.0,0.9906103286384976,128,other
128,307,179,179,0.041666668,1.3572205E-4,0.041666668,0.0,0.0,-12.0,-97.0,-87.0,-29207.0,21708.287077565146,-228.17969,-95.13681,-30715.033,-2774453.0,282.0,64.0,0.10423452768729642,3211.0,262.38092935667754,10.459284,52505.0,557.0,494.0,32.0,1,494,3.5114145,3.4464319,3.3977923,3.4335394,3.4387689,3.440703,18.859665,2.106864,1.7297548,1.7034397,1.7167697,1.7223442,1.7456821,9.82461,0.17531046416938112,24,1,1,0.150880496742671,180.0,180.0,0.44859813084112155,92,other
183,526,343,343,0.0,0.0,0.0,0.0,0.0,-221.0,-221.0,-236.0,-112837.0,132271.48464543207,-616.59564,-214.51901,-124245.37,-2.1388114E7,451.6166,3.0,9.349872218413016E-5,1148.0,13.691371106817096,2.1825094,1191.0,1110.0,1108.0,3.0,1,1108,3.1134717,3.1475914,3.241793,3.1937258,3.1541634,3.0920994,18.2431,1.5538408,1.5709006,1.6180013,1.6170862,1.5790207,1.5505896,9.13214,0.02011261401649733,1,1,2,5.090485985580419E-4,485.0,485.0,0.991304347826087,153,non
104,251,147,147,0.0,0.0,0.0,0.0,0.0,-126.0,-144.0,-96.0,-33353.0,42615.024862090104,-320.70193,-132.88048,-34402.633,-1190815.0,137.33334,3.0,3.447747471651854E-4,292.0,3.2663193380324853,1.1633466,320.0,270.0,268.0,3.0,1,268,3.3512964,3.351297,3.3340678,3.416718,3.5152407,3.2079582,17.454258,1.6754668,1.6756485,1.6826979,1.7377374,1.838782,1.6139889,8.786381,0.03447747471651854,1,0,0,9.57707631014404E-4,227.0,227.0,0.9824561403508771,83,non
107,317,210,210,0.16666667,5.257624E-4,0.0,0.0,0.0,-105.0,-132.0,-106.0,-35591.0,37345.41941094962,-332.62616,-112.274445,-39035.082,-4666002.0,287.0,6.0,0.0010613520445767858,785.0,18.167546213036943,2.4763408,1053.0,618.0,613.0,5.0,1,613,2.7835195,2.8053916,2.8717124,3.0141132,2.8835673,2.7600534,14.879717,1.4809681,1.4026958,1.4378392,1.5070566,1.4552466,1.3912724,7.5756445,0.0597010525074442,6,0,0,0.0057784722426958346,260.0,260.0,0.8441558441558441,73,other
101,317,216,216,1.0,0.0031545742,0.0,0.0,0.0,-199.0,-200.0,-200.0,-60080.0,112740.30671205922,-594.8515,-189.52681,-61195.0,-2457452.0,127.833336,3.0,2.811006652715745E-4,305.0,2.905487709654246,0.9621451,315.0,298.0,296.0,2.0,1,296,3.1107802,3.0421898,3.111419,3.145169,3.0627787,3.0413017,16.107752,1.5748057,1.5210949,1.5586292,1.5865614,1.5377403,1.5255913,8.092406,0.01377393259830715,1,0,0,0.001124402661086298,294.0,294.0,0.9948051948051948,86,other
202,307,105,105,0.0,0.0,0.0,0.0,0.0,-165.0,-175.0,-187.0,-54267.0,47487.78161382914,-268.64853,-176.76547,-55741.664,-2214065.0,245.91666,3.0,1.4512851936659464E-4,544.0,4.772083723030283,1.771987,571.0,520.0,518.0,2.0,1,518,3.459849,3.461476,3.5247102,3.5081909,3.494386,3.4652073,20.541676,1.735934,1.7317913,1.7623551,1.7611085,1.7541815,1.7413739,10.317994,0.018640952043087043,2,1,0,7.901441609959041E-4,285.0,285.0,0.9959514170040485,171,non
215,526,311,311,0.0,0.0,0.0,0.0,0.0,-231.0,-213.0,-258.0,-130999.0,151744.0799451764,-609.29767,-249.04753,-140828.56,-1.8144356E7,538.3333,2.0,3.5370059244849236E-5,1166.0,12.021894066672562,2.21673,1186.0,1147.0,1146.0,2.0,1,1146,3.347432,3.353127,3.2982824,3.294521,3.330488,3.2529902,19.783165,1.6726894,1.6825596,1.6636561,1.661817,1.670173,1.6321632,9.922829,0.02037315412503316,2,3,0,7.16243699708197E-4,487.0,487.0,1.0,184,non
217,251,34,34,0.0,0.0,0.0,0.5,0.0,-11.0,-14.0,-22.0,-9533.0,1668.4981548460535,-43.930874,-37.98008,-12973.7,-1198712.0,357.1667,25.0,0.01147483797528779,1739.0,55.52207758826445,6.928287,5738.0,995.0,971.0,13.0,1,971,3.479042,3.5764873,3.50878,3.4937563,3.5048983,3.4790084,20.929708,1.7440941,1.9605993,1.7685956,1.8077159,1.7896098,1.7556258,10.68005,0.12345089687333614,3,16,0,0.016523766684414416,132.0,132.0,0.5920177383592018,136,other
218,317,99,99,0.07692308,2.4265956E-4,0.07692308,0.0,0.0,50.0,-11.0,45.0,-8113.0,952.4609874685266,-37.215595,-25.59306,-19049.385,-5024641.0,736.66907,12.0,0.00208375539027002,2181.0,68.83282204150146,6.880126,4548.0,1348.0,1337.0,10.0,1,1337,3.2571375,3.192368,3.1170642,3.1513371,3.2473412,3.058709,18.812181,1.7231237,1.6704952,1.5704348,1.5884265,1.630921,1.5530101,9.613065,0.09261135067866755,13,9,0,0.031965386507683845,163.0,163.0,0.610655737704918,162,other
379,317,-62,62,0.33333334,0.0010515248,0.0,0.0,0.0,-129.0,-129.0,-115.0,-42035.0,14706.984385274214,-110.91029,-132.60252,-53154.09,-3179865.0,636.6667,5.0,2.0808536494011304E-4,2577.0,55.275205380255194,8.129337,3771.0,1783.0,1779.0,5.0,1,1779,3.3210535,3.3519192,3.4610343,3.3778553,3.3455076,3.3023953,21.175774,1.6635579,1.6793813,1.7380891,1.6850619,1.6868469,1.6674175,10.638296,0.010196182882065538,3,3,2,0.001198571702055051,355.0,355.0,0.990625,344,other
283,307,24,24,0.029411765,9.580379E-5,0.0,0.0,0.0,108.0,-4.0,-14.0,-5.0,2.8774991079752763E-4,-0.017667845,-0.016286645,-2638.4473,-1898601.0,541.3334,76.0,0.0664817393906608,8351.0,802.6979546736341,27.201954,161624.0,1116.0,1041.0,49.0,1,1041,4.023439,4.0411034,4.0034404,3.9318068,3.9527936,3.9834805,24.94527,2.2843,2.0225756,2.0258014,1.9690018,1.9958692,2.0117848,12.894338,0.32100229048928997,34,1,3,0.07183388773149481,98.0,98.0,0.0821917808219178,125,other
185,526,341,341,0.0,0.0,0.0,0.0,0.5,-247.0,-223.0,-211.0,-114812.0,135461.8779570445,-620.6054,-218.27376,-127860.625,-2.1746082E7,547.38336,3.0,9.248792518754495E-5,1310.0,17.635392046038433,2.4904943,1361.0,1263.0,1261.0,2.0,1,1261,2.9379313,2.9123251,2.9402924,2.9159653,2.950591,2.877793,17.003181,1.4721954,1.4611531,1.4715718,1.4686542,1.4843047,1.4440688,8.52687,0.018127633336758812,1,2,1,6.576919124447641E-4,485.0,485.0,0.9942279942279942,152,non
122,251,129,129,0.0,0.0,0.0,0.0,0.0,-146.0,-150.0,-131.0,-34364.0,38563.27137352231,-281.67212,-136.90837,-35856.535,-1143252.0,214.66667,4.0,5.22500163281301E-4,379.0,4.690777872118085,1.5099602,408.0,360.0,357.0,3.0,1,357,3.2302973,3.224616,3.31909,3.3309147,3.2851915,3.1094542,17.308477,1.6246532,1.612308,1.6867809,1.6794645,1.6616049,1.5668832,8.712667,0.018810005878126836,1,0,1,0.0016001567500489844,226.0,226.0,0.9775910364145658,104,non
287,317,30,30,0.09090909,2.8677948E-4,0.0,0.0,0.0,80.0,58.0,20.0,6607.0,479.80796667362796,23.020906,20.842272,-1119.187,-3076384.0,799.5,44.0,0.0212796359599468,5024.0,277.4329900306664,15.84858,38215.0,1647.0,1604.0,26.0,1,1604,3.3620677,3.3006089,3.3407905,3.3423173,3.4026604,3.354528,21.01328,1.7255855,1.6575273,1.6875194,1.6892588,1.8543859,1.6966455,10.77895,0.2003209531869992,11,5,10,0.0242803284274393,75.0,75.0,0.15162454873646214,166,other
255,317,62,62,0.125,3.9432177E-4,0.0,0.0,0.0,-84.0,-157.0,-154.0,-51053.0,32243.567872827363,-200.20784,-161.05048,-54986.02,-2554991.0,373.33334,4.0,1.9793406321519144E-4,853.0,9.001162862621388,2.6908517,883.0,831.0,828.0,3.0,1,828,3.5791993,3.434954,3.3470361,3.4347126,3.527143,3.370342,20.99563,1.8262757,1.7205946,1.6789525,1.735353,1.7753909,1.6933653,10.57499,0.013471887177583967,8,1,0,7.917362528607658E-4,294.0,294.0,0.9887850467289719,225,other
202,307,105,105,0.0,0.0,0.0,0.0,0.0,-102.0,-96.0,-100.0,-33370.0,17956.54045860612,-165.19801,-108.69707,-35243.805,-2636114.0,289.8333,10.0,0.0016125391040732737,860.0,11.926339213725933,2.801303,1282.0,686.0,677.0,6.0,1,677,3.6686783,3.7044537,3.66424,3.617125,3.725926,3.650434,21.660667,1.8512199,1.8704922,1.889246,1.8218912,1.9172333,1.836215,10.943827,0.11108781887960784,3,3,2,0.002322056309865514,257.0,258.0,0.832,129,other
242,526,284,284,0.14285715,2.7159153E-4,0.0,0.0,0.0,-96.0,-196.0,-151.0,-113367.0,100965.31352323791,-468.45868,-215.52661,-129753.09,-2.3453632E7,742.0,3.0,7.070357917229677E-5,1648.0,21.33601483203972,3.1330798,1701.0,1601.0,1599.0,3.0,1,1599,3.2794266,3.2046158,3.2661667,3.216269,3.1875806,3.1198554,19.424633,1.6499827,1.6120309,1.6355821,1.6108361,1.5959632,1.5664183,9.751799,0.018862143732520504,7,3,1,6.363322125506709E-4,479.0,479.0,0.9919571045576407,204,other
246,251,5,5,0.0,0.0,0.0,0.0,0.0,-59.0,-114.0,-80.0,-23247.0,8752.35657370518,-94.5,-92.61753,-26325.287,-1253211.0,300.5833,3.0,1.4575842969585074E-4,751.0,9.134211122987724,2.9920318,801.0,709.0,707.0,3.0,1,707,3.698022,3.6962264,3.712246,3.7305799,3.7437937,3.6493669,22.407616,1.8752589,1.8481132,1.8595191,1.8736619,1.8987609,1.8367304,11.287315,0.027224435590969456,4,0,1,7.935736727885207E-4,239.0,240.0,0.9791231732776617,205,non
225,317,92,92,0.2,6.309148E-4,0.2,0.0,0.0,-101.0,-136.0,-129.0,-39856.0,22271.30369435682,-177.13777,-125.72871,-43746.67,-2859122.0,403.8333,4.0,2.2432527164388362E-4,884.0,10.956270592358921,2.7886436,913.0,862.0,859.0,2.0,1,859,3.4793735,3.3768816,3.4536748,3.378084,3.4396613,3.288831,20.206886,1.7581877,1.6907387,1.7342253,1.7069262,1.7448941,1.6552006,10.182968,0.019193831055029795,5,1,1,0.0011356466876971609,286.0,286.0,0.9920477137176938,192,non
251,317,66,66,0.0,0.0,0.0,0.0,0.0,-132.0,-113.0,-164.0,-49462.0,30747.53910540802,-197.05975,-156.03154,-53457.55,-2534228.0,356.66666,4.0,2.0108839091583194E-4,747.0,7.013070745409529,2.3564668,766.0,735.0,732.0,2.0,1,732,3.501233,3.479732,3.5423954,3.5645773,3.5457346,3.4468458,21.249731,1.7564981,1.7580053,1.8200884,1.8224391,1.799817,1.7331593,10.7152,0.013686578606708811,3,4,2,6.158331971797353E-4,295.0,295.0,0.9924953095684803,223,other
210,307,97,97,0.0,0.0,0.0,0.0,0.0,-142.0,-103.0,-138.0,-41323.0,26486.588009927098,-196.77618,-134.6026,-42416.43,-1863517.0,223.5,4.0,2.481774468745153E-4,594.0,5.472871102838529,1.9348534,650.0,549.0,546.0,3.0,1,546,3.6068182,3.606361,3.5789268,3.617384,3.5141976,3.5198421,21.143806,1.8135246,1.8467336,1.807041,1.8377846,1.7593966,1.7684044,10.64721,0.05039553280595626,1,6,1,7.600434310532031E-4,282.0,282.0,0.9762376237623762,158,other
239,526,287,287,0.0,0.0,0.0,0.0,0.0,-122.0,-132.0,-85.0,-54342.0,23490.247418744133,-227.37239,-103.31179,-70870.49,-2.544024E7,902.4167,64.0,0.032581892231573255,6860.0,374.3385780422228,13.041825,99455.0,1891.0,1828.0,42.0,1,1828,3.1300423,3.2142162,3.1400447,3.230309,3.1742034,3.0648193,18.96582,1.5681036,1.6079216,1.5785184,1.6159594,1.5980816,1.5438191,9.53543,0.10703660690137932,2,1,2,0.03570803570008114,338.0,338.0,0.4876712328767123,164,other
