@relation words-weka.filters.unsupervised.attribute.Remove-R51

@attribute word1Length numeric
@attribute word2Length numeric
@attribute word2-word1Length numeric
@attribute word2-word1LengthAbs numeric
@attribute comProbabilityChar0Dist0 numeric
@attribute comProbabilityChar0Dist0DivWord2Length numeric
@attribute comProbabilityCharMDist0 numeric
@attribute comProbabilityChar0DistM numeric
@attribute comProbabilityCharMDistM numeric
@attribute comWeightedTotalProbabilityDist0 numeric
@attribute comWeightedTotalProbabilityDist1 numeric
@attribute comWeightedTotalProbabilityDistM numeric
@attribute comWeightedTotalProbability numeric
@attribute comNormWeightedTotalProbability numeric
@attribute comWeightedTotalProbability(WTPS)DivWord1Length numeric
@attribute comWeightedTotalProbability(WTPS)DivWord2Length numeric
@attribute comWeightedTotalProbability(WTPS)Div numeric
@attribute comMagicalColumnDiv(COD) numeric
@attribute comMagicalColumnDiv2(COD) numeric
@attribute rlmMclcs numeric
@attribute rlmNormMclcs numeric
@attribute rlmTotalLength(SO_ou_RLMSO) numeric
@attribute rlmNormTotalLength(SO_ou_RLMSO_div) numeric
@attribute rlmTotalLength(SO_ou_RLMSO)DivWord2Length numeric
@attribute rlmTotalLength(WSO_ou_RLMWSO)Weighted numeric
@attribute rlmTotalLengthWeightedInv numeric
@attribute rlmMaxLengthOccurrences(MO) numeric
@attribute rlmMaxLength(MORL) numeric
@attribute rlmMinLengthMaxOccurrences(MLMO) numeric
@attribute rlmMaxOccurrencesMinLength(MOML) numeric
@attribute mi0 numeric
@attribute mi1 numeric
@attribute mi2 numeric
@attribute mi3 numeric
@attribute mi4 numeric
@attribute meanMI numeric
@attribute weightedMeanMI numeric
@attribute wmi0 numeric
@attribute wmi1 numeric
@attribute wmi2 numeric
@attribute wmi3 numeric
@attribute wmi4 numeric
@attribute meanWMI numeric
@attribute weightedMeanWMI numeric
@attribute nlcs numeric
@attribute mclcs00 numeric
@attribute mclcs01 numeric
@attribute mclcsLength/2Length/2 numeric
@attribute nmclcs numeric
@attribute damerau numeric
@attribute levenshtein numeric
@attribute dice numeric
@attribute hamming numeric
@attribute classe {true,false}

@data
8,8,0,0,0,0,0,0,0,-3,2,-3,-19,5.640625,-2.375,-2.375,-23,15,5,4,0.25,11,1.890625,1.375,21,8,5,2,1,5,2.079441,2.079441,2.079441,2.079441,2.079441,1.848392,5.651624,1.039721,1.689546,1.039721,1.039721,1.039721,0.996399,3.150725,0.390625,0,5,0,0.390625,4,4,0.666667,3,false
4,3,-1,1,0,0,0,0,0,-3,-3,-3,-9,6.75,-2.25,-3,-9,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.549306,0.549306,0.549306,0.549306,0.549306,0.41198,1.007061,0,0,0,0,0,4,4,1,4,true
9,4,-5,5,0,0,0,0,0,-4,-4,-4,-16,7.111111,-1.777778,-4,-16,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.386294,1.386294,1.386294,1.386294,1.386294,1.109036,2.888113,0.693147,0.693147,0.693147,0.693147,0.693147,0.554518,1.444057,0,0,0,0,0,9,9,1,9,true
5,6,1,1,0,0,0,0,0,-1,4,-1,-1,0.033333,-0.2,-0.166667,-5,10,5,4,0.533333,14,6.533333,2.333333,30,8,5,3,1,5,1.609438,1.609438,1.609438,1.609438,1.609438,1.341198,3.674883,0.804719,1.609438,0.804719,0.804719,0.804719,0.804719,2.239801,0.833333,0,5,3,0.833333,1,1,0.142857,1,false
4,5,1,1,0,0,0,0,0,-3,-3,-3,-14,9.8,-3.5,-2.8,-14,-3,0,1,0.05,2,0.2,0.4,2,2,2,1,1,2,1.386294,1.386294,1.386294,1.386294,1.386294,1.109036,2.888113,0.693147,0.693147,0.693147,1.039721,0.693147,0.623832,1.5307,0.2,0,0,0,0.05,5,5,1,2,true
3,3,0,0,0,0,0,0,0,-3,-3,-3,-9,9,-3,-3,-9,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.549306,0.549306,0.549306,0.549306,0.549306,0.41198,1.007061,0,0,0,0,0,3,3,1,3,true
12,12,0,0,0,0,0,0,0,-10,-10,-9,-119,98.340278,-9.916667,-9.916667,-119,-36,0,1,0.006944,3,0.0625,0.25,3,3,3,1,1,3,2.253858,2.253858,2.253858,2.253858,2.253858,2.080484,6.994194,1.126929,1.126929,1.126929,1.126929,1.126929,1.059692,3.525575,0.027778,0,0,0,0.006944,12,12,1,10,true
10,9,-1,1,0,0,0,0,0,-1,-2,0,-11,1.344444,-1.1,-1.222222,-12,12,5,2,0.044444,8,0.711111,0.888889,9,8,7,1,1,7,2.043192,2.043192,2.043192,2.043192,2.043192,1.838873,5.780125,1.143664,1.021596,1.265732,1.021596,1.021596,0.997182,3.148115,0.4,1,0,0,0.044444,9,9,1,4,false
2,3,1,1,0,0,0,0,0,-3,-3,-3,-9,13.5,-4.5,-3,-9,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0.693147,0.693147,0.693147,0.693147,0.693147,0.462098,1.039721,0.346574,0.346574,0.346574,0.346574,0.346574,0.231049,0.51986,0,0,0,0,0,3,3,1,2,true
14,10,-4,4,0,0,0.2,0,0,2,-4,-4,-34,8.257143,-2.428571,-3.4,-38.8,35,5,4,0.114286,12,1.028571,1.2,22,9,6,2,1,6,2.005852,1.736289,1.736289,1.776835,1.84615,1.61854,5.400838,1.543915,0.868144,0.868144,0.888418,0.923075,0.865766,3.251467,0.178571,5,0,0,0.178571,9,9,0.8,9,false
11,10,-1,1,0,0,0,0,0,-9,-9,-9,-90,73.636364,-8.181818,-9,-90,0,0,1,0.009091,1,0.009091,0.1,1,1,1,1,1,1,1.626428,1.666974,1.557113,1.626428,1.666974,1.458122,4.735267,0.813214,0.833487,0.778556,0.813214,0.833487,0.739527,2.384081,0.009091,0,0,0,0.009091,11,11,1,10,true
3,3,0,0,1,0.333333,0,0,0,-1,-2,-2,-5,2.777778,-1.666667,-1.666667,-5,1,1,1,0.111111,1,0.111111,0.333333,1,1,1,1,1,1,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.732408,0.549306,0.549306,0.732408,0.732408,0.457755,1.190163,0.111111,1,0,0,0.111111,2,2,1,2,false
8,7,-1,1,0,0,0,0,1,-2,6,-2,-3,0.160714,-0.375,-0.428571,-9,-4,4,3,0.160714,11,2.160714,1.571428,15,10,8,2,1,8,1.277034,1.277034,1.376055,1.277034,1.717161,1.197176,3.448703,0.638517,0.649528,0.699038,0.638517,1.100666,0.631601,1.781944,0.160714,0,4,0,0.285714,5,5,0.818182,5,false
5,4,-1,1,0,0,0,0,0,-4,-4,-4,-16,12.8,-3.2,-4,-16,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0.562335,0.836988,0.836988,0.562335,0.836988,0.559729,1.400409,0.281168,0.418494,0.418494,0.281168,0.418494,0.279865,0.700205,0,0,0,0,0,5,5,1,5,true
11,2,-9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045455,2,0.181818,1,2,2,2,1,1,2,0.693147,0.693147,0.693147,0.693147,0.693147,0.462098,1.039721,0.346574,0.346574,0.346574,0.346574,0.346574,0.231049,0.51986,0.181818,0,0,0,0.045455,10,10,1,9,true
2,3,1,1,0,0,0,0.5,0.5,-1,1,1,-1,0.166667,-0.5,-0.333333,-2,-2,0,1,0.166667,2,0.666667,0.666667,2,2,2,1,1,2,0.693147,0.693147,0.693147,0.693147,0.693147,0.462098,1.039721,0.346574,0.693147,0.346574,0.346574,0.346574,0.346574,0.693147,0.666667,0,2,0,0.666667,1,1,1,1,false
10,8,-2,2,0,0,0,0,0,-1,-3,-3,-19,4.5125,-1.9,-2.375,-20,13,4,2,0.05,6,0.45,0.75,7,6,5,1,1,5,1.906154,1.906154,1.906154,1.906154,1.906154,1.69436,5.180656,1.039721,0.953077,0.953077,0.953077,1.039721,0.880874,2.710545,0.2,1,0,0,0.05,9,9,1,6,false
14,8,-6,6,0,0,0,0,0,-1,-1,-1,-18,2.892857,-1.285714,-2.25,-18,16,3,3,0.080357,11,1.080357,1.375,15,10,8,2,1,8,1.559581,1.472938,1.472938,1.472938,1.472938,1.338159,4.113086,0.823112,0.823112,0.736469,1.039721,0.736469,0.717215,2.218999,0.142857,1,1,1,0.080357,10,10,0.888889,10,false
7,6,-1,1,0,0,0,1,0,-5,-5,-4,-29,20.02381,-4.142857,-4.833334,-29,-9,0,1,0.02381,1,0.02381,0.166667,1,1,1,1,1,1,1.56071,1.56071,1.56071,1.56071,1.56071,1.337752,3.82374,0.780355,0.780355,0.780355,0.780355,0.929668,0.690206,1.941733,0.02381,0,0,0,0.02381,7,7,1,6,true
11,10,-1,1,0,0,0,0,0,-7,-7,-7,-68,42.036364,-6.181818,-6.8,-68,-23,1,1,0.009091,4,0.145455,0.4,4,4,4,1,1,4,2.163956,2.163956,2.163956,2.163956,2.163956,1.979835,6.354522,1.081978,1.081978,1.081978,1.081978,1.081978,1.025481,3.235749,0.081818,0,0,0,0.009091,11,11,1,8,true
12,14,2,2,0,0,0,1,0,-4,-1,-4,-42,10.5,-3.5,-3,-43.5,-11,6,1,0.005952,10,0.595238,0.714286,10,10,10,1,1,10,1.86368,1.921442,2.012993,2.012993,1.921442,1.784036,5.965892,0.93184,1.018483,1.110035,1.184691,0.960721,0.946469,3.134896,0.214286,0,1,0,0.02381,11,11,1,6,false
12,7,-5,5,0,0,0,0,0,-2,-1,-2,-11,1.440476,-0.916667,-1.571428,-12,13,3,1,0.011905,5,0.297619,0.714286,5,5,5,1,1,5,1.747868,1.747868,1.747868,1.747868,1.747868,1.529384,4.531972,0.873934,1.012928,0.873934,0.873934,1.012928,0.799441,2.363281,0.297619,0,1,0,0.047619,10,10,1,7,false
1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,?,1,true
4,3,-1,1,0,0,0,0,0,-3,-3,-3,-9,6.75,-2.25,-3,-9,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.549306,0.549306,0.549306,0.549306,0.549306,0.41198,1.007061,0,0,0,0,0,4,4,1,4,true
11,13,2,2,0,0,0,0,0,-5,-4,-5,-59,24.342657,-5.363637,-4.538462,-62,18,6,2,0.027972,10,0.699301,0.769231,11,10,9,1,1,9,2.271869,2.271869,2.271869,2.271869,2.271869,2.082546,6.860765,1.135934,1.244929,1.135934,1.431413,1.353925,1.117768,3.634491,0.447552,0,1,0,0.062937,10,10,1,3,false
7,2,-5,5,0,0,0,0,0,-1,-1,-1,-2,0.285714,-0.285714,-1,-2,0,0,1,0.071429,1,0.071429,0.5,1,1,1,1,1,1,0.693147,0.693147,0.693147,0.693147,0.693147,0.462098,1.039721,0.346574,0.346574,0.346574,0.346574,0.346574,0.231049,0.51986,0.071429,0,0,0,0.071429,6,6,1,6,true
14,11,-3,3,0,0,0,0,0,-10,-10,-10,-109,77.149351,-7.785714,-9.909091,-109,-48,0,1,0.006494,1,0.006494,0.090909,1,1,1,1,1,1,2.145842,2.145842,2.145842,2.145842,2.208855,2.024358,6.572512,1.072921,1.072921,1.072921,1.072921,1.104428,1.021262,3.301827,0.006494,0,0,0,0.006494,14,14,1,13,true
6,4,-2,2,0,0,0,0,0,-3,-3,-3,-12,6,-2,-3,-12,0,0,1,0.041667,1,0.041667,0.25,1,1,1,1,1,1,1.386294,1.386294,1.386294,1.386294,1.386294,1.109036,2.888113,0.693147,0.693147,0.693147,0.693147,0.866434,0.554518,1.444057,0.041667,0,0,0,0.041667,6,6,1,5,true
5,5,0,0,0,0,0,0,0,-1,-2,-2,-9,3.24,-1.8,-1.8,-9,2,1,1,0.04,3,0.36,0.6,3,3,3,1,1,3,1.609438,1.609438,1.609438,1.609438,1.609438,1.341198,3.674883,0.965663,0.804719,0.804719,0.965663,0.965663,0.751071,2.07081,0.36,1,0,0,0.04,4,4,1,2,false
4,3,-1,1,0,0,0,0,0,-3,-3,-3,-9,6.75,-2.25,-3,-9,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.549306,0.549306,0.549306,0.549306,0.549306,0.41198,1.007061,0,0,0,0,0,4,4,1,4,true
9,4,-5,5,0,0,0,0,0,-2,-3,-3,-11,3.361111,-1.222222,-2.75,-11,4,1,1,0.027778,1,0.027778,0.25,1,1,1,1,1,1,1.386294,1.386294,1.386294,1.386294,1.386294,1.109036,2.888113,0.866434,0.693147,0.693147,0.693147,0.693147,0.589175,1.617343,0.027778,1,0,0,0.027778,8,8,1,8,false
11,7,-4,4,0,0,0,0,0,-3,-4,-4,-27,9.467532,-2.454546,-3.857143,-27,5,1,1,0.012987,3,0.116883,0.428571,3,3,3,1,1,3,1.747868,1.747868,1.747868,1.747868,1.747868,1.529384,4.531972,1.012928,1.012927,0.873934,0.873934,0.873934,0.816815,2.497642,0.116883,1,0,0,0.012987,10,10,1,8,false
11,3,-8,8,0,0,0,0,0,-3,-3,-3,-9,2.454545,-0.818182,-3,-9,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0.867563,0.636514,0.405465,0.636514,0.867563,0.477386,1.320975,0.433782,0.318257,0.202733,0.318257,0.433782,0.238693,0.660488,0,0,0,0,0,11,11,1,11,false
4,6,2,2,0,0,0,0,0,-6,-6,-6,-36,54,-9,-6,-36,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.386294,1.386294,1.386294,1.386294,1.386294,1.109036,2.888113,0.693147,0.693147,0.693147,0.693147,0.693147,0.554518,1.444057,0,0,0,0,0,6,6,1,4,true
3,4,1,1,0,0,0,0.5,0.5,-2,0,-2,-6,3,-2,-1.5,-7,2,2,2,0.333333,3,0.75,0.75,4,3,2,1,1,2,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.549306,0.91551,0.549306,0.549306,0.549306,0.503531,1.190163,0.333333,0,2,1,0.333333,2,2,1,1,false
10,7,-3,3,0.333333,0.047619,0.333333,0,0,0,-3,-2,-16,3.657143,-1.6,-2.285714,-18,-8,4,3,0.128571,8,0.914286,1.142857,12,7,5,2,1,5,1.747868,1.846889,1.846889,1.846889,1.846889,1.603651,4.689698,1.241404,0.923445,0.923445,0.923445,0.923445,0.865133,2.735485,0.228571,3,0,0,0.128571,7,7,0.846154,6,false
4,3,-1,1,1,0.333333,0,0,0,1,1,1,1,0.083333,0.25,0.333333,1,3,2,1,0.083333,2,0.333333,0.666667,2,2,2,1,1,2,0.636514,0.636514,0.636514,0.636514,0.636514,0.477386,1.166942,0.385835,0.318257,0.318257,0.385835,0.385835,0.255587,0.651049,0.083333,1,1,0,0.083333,3,3,1,3,false
3,3,0,0,0,0,0,0,0,-2,-2,-2,-6,4,-2,-2,-6,0,0,1,0.111111,1,0.111111,0.333333,1,1,1,1,1,1,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.549306,0.549306,0.732408,0.549306,0.549306,0.457755,1.068095,0.111111,0,0,0,0.111111,3,3,1,2,true
14,6,-8,8,0,0,0,0,0,-4,-4,-4,-24,6.857143,-1.714286,-4,-24,0,0,1,0.011905,2,0.047619,0.333333,2,2,2,1,1,2,1.56071,1.56071,1.56071,1.56071,1.56071,1.321248,3.804486,0.780355,0.780355,0.929668,0.780355,0.780355,0.681955,1.952014,0.047619,0,0,0,0.011905,13,13,1,12,false
14,14,0,0,0,0,0,0,0,-11,-11,-11,-152,117.877551,-10.857142,-10.857142,-152,9,2,1,0.005102,3,0.045918,0.214286,3,3,3,1,1,3,2.441016,2.441016,2.441016,2.441016,2.441016,2.278281,7.937115,1.220508,1.220508,1.31476,1.409012,1.220508,1.157991,4.0471,0.045918,0,0,0,0.005102,14,14,1,11,true
7,5,-2,2,0,0,0,0,0,-3,-2,-3,-13,4.828571,-1.857143,-2.6,-13,-7,1,1,0.028571,2,0.114286,0.4,2,2,2,1,1,2,1.609438,1.609438,1.609438,1.609438,1.609438,1.341198,3.674883,0.804719,0.804719,0.804719,0.804719,0.965663,0.697423,1.86963,0.114286,0,1,0,0.028571,7,7,1,5,false
2,3,1,1,0,0,0,0.5,0.5,-1,1,1,-1,0.166667,-0.5,-0.333333,-2,-2,0,1,0.166667,2,0.666667,0.666667,2,2,2,1,1,2,0.693147,0.693147,0.693147,0.693147,0.693147,0.462098,1.039721,0.346574,0.693147,0.346574,0.346574,0.346574,0.346574,0.693147,0.666667,0,2,0,0.666667,1,1,1,1,false
7,4,-3,3,0,0,0,0,0,-1,-1,0,-3,0.321429,-0.428571,-0.75,-3,1,1,2,0.142857,4,0.571429,1,5,4,3,1,1,3,1.386294,1.386294,1.386294,1.386294,1.386294,1.109036,2.888113,0.693147,0.693147,1.039721,0.693147,0.693147,0.623832,1.559581,0.321429,0,0,0,0.142857,5,5,1,4,false
11,2,-9,9,0,0,0,0,0,-2,-2,-2,-4,0.727273,-0.363636,-2,-4,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0.693147,0.346574,0.346574,0.693147,0.693147,0.346574,0.866434,0.346574,0.173287,0.173287,0.346574,0.346574,0.173287,0.433217,0,0,0,0,0,11,11,1,11,true
11,11,0,0,1,0.090909,0,0,0,-3,-4,-4,-40,13.22314,-3.636364,-3.636364,-42,11,4,2,0.033058,9,0.669421,0.818182,11,8,7,2,1,7,2.397895,2.397895,2.397895,2.397895,2.397895,2.198071,7.24135,1.307943,1.198948,1.198948,1.525933,1.198948,1.162616,3.841142,0.404959,1,0,0,0.07438,8,8,1,4,false
14,5,-9,9,0,0,0,0,0,-3,-3,-3,-15,3.214286,-1.071428,-3,-15,0,0,1,0.014286,2,0.057143,0.4,2,2,2,1,1,2,1.470808,1.470808,1.470808,1.609438,1.609438,1.271884,3.420729,0.735404,0.735404,0.896348,0.804719,0.804719,0.662766,1.764013,0.057143,0,0,0,0.014286,13,13,1,12,false
1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,?,0,false
1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,?,0,false
9,4,-5,5,0,0,0,0,0,-3,-3,-3,-12,4,-1.333333,-3,-12,0,0,1,0.027778,1,0.027778,0.25,1,1,1,1,1,1,1.386294,1.213008,1.039721,1.039721,1.039721,0.935749,2.599302,0.693147,0.606504,0.693147,0.51986,0.51986,0.502532,1.357413,0.027778,0,0,0,0.027778,8,8,1,8,true
9,9,0,0,0,0,0,0,0,-6,-6,-6,-49,29.641975,-5.444445,-5.444445,-49,-20,1,1,0.012346,3,0.111111,0.333333,3,3,3,1,1,3,2.043192,2.043192,2.043192,2.043192,2.043192,1.838873,5.780125,1.021596,1.021596,1.105156,1.021596,1.021596,0.948355,2.947101,0.049383,0,0,0,0.012346,9,9,1,7,true
14,7,-7,7,0,0,0,0,0,-7,-7,-7,-49,24.5,-3.5,-7,-49,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.747868,1.747868,1.747868,1.747868,1.747868,1.529384,4.531972,0.873934,0.873934,0.873934,0.873934,0.873934,0.764692,2.265986,0,0,0,0,0,14,14,1,14,false
14,7,-7,7,0,0,0,0,0,-3,-4,-4,-27,7.438776,-1.928572,-3.857143,-27,7,1,1,0.010204,3,0.091837,0.428571,3,3,3,1,1,3,1.846889,1.846889,1.846889,1.846889,1.846889,1.628406,4.802866,1.062438,0.923445,1.062438,0.923445,0.923445,0.848951,2.586757,0.091837,1,0,0,0.010204,12,12,1,11,true
8,7,-1,1,0,0,0,0,0,-7,-7,-7,-49,42.875,-6.125,-7,-49,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.747868,1.747868,1.747868,1.747868,1.747868,1.529385,4.531972,0.873934,0.873934,0.873934,0.873934,0.873934,0.764692,2.265986,0,0,0,0,0,8,8,1,8,true
6,7,1,1,0,0,0,0,0,-4,-5,-5,-34,27.52381,-5.666666,-4.857143,-34,3,1,1,0.02381,2,0.095238,0.285714,2,2,2,1,1,2,1.791759,1.791759,1.791759,1.791759,1.791759,1.535794,4.38981,1.045193,0.89588,0.89588,0.89588,0.89588,0.789227,2.344218,0.095238,1,0,0,0.02381,6,6,1,4,true
14,6,-8,8,0,0,0,0,0,-5,-5,-5,-30,10.714286,-2.142857,-5,-30,0,0,1,0.011905,1,0.011905,0.166667,1,1,1,1,1,1,1.791759,1.791759,1.791759,1.791759,1.791759,1.535794,4.38981,0.89588,0.89588,0.89588,0.89588,0.89588,0.767897,2.194905,0.011905,0,0,0,0.011905,14,14,1,13,false
3,3,0,0,0,0,0,0,0,-3,-3,-3,-9,9,-3,-3,-9,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.549306,0.549306,0.549306,0.549306,0.549306,0.41198,1.007061,0,0,0,0,0,3,3,1,3,true
9,5,-4,4,0,0,0,0,0,-3,-3,-3,-15,5,-1.666667,-3,-15,0,0,1,0.022222,2,0.088889,0.4,2,2,2,1,1,2,1.609438,1.609438,1.609438,1.609438,1.609438,1.341198,3.674883,0.804719,0.965663,0.804719,0.965663,0.804719,0.724247,1.958149,0.088889,0,0,0,0.022222,8,8,1,7,false
14,8,-6,6,0,0,0,0,0,-6,-6,-6,-47,19.723214,-3.357143,-5.875,-47,5,1,1,0.008929,2,0.035714,0.25,2,2,2,1,1,2,1.646224,1.646224,1.646224,1.646224,1.646224,1.463311,4.474203,0.823112,0.823112,0.823112,0.823112,0.823112,0.746096,2.253347,0.035714,0,0,0,0.008929,14,14,1,12,true
2,2,0,0,1,0.5,0,1,0,2,2,2,4,4,2,2,4,0,0.5,1,0.25,2,1,1,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0,0.25,1,1,?,1,false
8,8,0,0,0,0,0,0,0,-1,-1,-2,-11,1.890625,-1.375,-1.375,-13,13,5,2,0.0625,7,0.765625,0.875,8,7,6,1,1,6,2.079441,2.079441,2.079441,2.079441,2.079441,1.848392,5.651624,1.169686,1.169686,1.429616,1.039721,1.039721,1.010839,3.16697,0.5625,1,1,0,0.140625,6,6,1,2,false
2,3,1,1,0,0,0,1,0,-2,-1,-1,-5,4.166667,-2.5,-1.666667,-5,-1,0,1,0.166667,1,0.166667,0.333333,1,1,1,1,1,1,0.693147,0.693147,0.693147,0.693147,0.693147,0.462098,1.039721,0.346574,0.51986,0.346574,0.346574,0.346574,0.288811,0.606504,0.166667,0,1,0,0.166667,2,2,1,1,true
14,6,-8,8,0,0,0,0,0,-3,-3,-3,-18,3.857143,-1.285714,-3,-18,0,0,1,0.011905,3,0.107143,0.5,3,3,3,1,1,3,1.56071,1.445186,1.445186,1.445186,1.445186,1.255234,3.65623,0.780355,0.722593,0.722593,0.871906,0.722593,0.662026,1.880702,0.047619,0,0,0,0.011905,13,13,1,12,false
14,10,-4,4,0,0,0,0,0,-7,-8,-8,-79,44.578571,-5.642857,-7.9,-79,7,1,1,0.007143,2,0.028571,0.2,2,2,2,1,1,2,1.695742,1.695742,1.695742,1.765057,1.765057,1.585694,5.042719,0.963001,0.847871,0.847871,0.882529,0.882529,0.813779,2.65088,0.028571,1,0,0,0.007143,13,13,1,12,true
12,9,-3,3,0,0,0.25,0,0,3,1,-2,-10,0.925926,-0.833333,-1.111111,-15.25,34,6,3,0.083333,11,1.12037,1.222222,15,10,8,2,1,8,1.966176,1.889159,1.889159,1.889159,1.889159,1.715647,5.429945,1.394344,0.94458,1.028139,1.066648,0.94458,0.919512,3.184599,0.333333,4,2,1,0.148148,7,7,0.882353,6,false
7,2,-5,5,0,0,0,0,0,-2,-2,-2,-4,1.142857,-0.571429,-2,-4,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0.693147,0.693147,0.693147,0.693147,0.693147,0.462098,1.039721,0.346574,0.346574,0.346574,0.346574,0.346574,0.231049,0.51986,0,0,0,0,0,7,7,1,7,true
13,18,5,5,0,0,0,0,0,-5,-5,-5,-77,25.337607,-5.923077,-4.277778,-86.77778,39,10,4,0.068376,23,2.260684,1.277778,38,16,13,3,1,13,2.245035,2.298354,2.298354,2.298354,2.351673,2.17608,7.334377,1.122518,1.149177,1.149177,1.149177,1.175837,1.16822,3.836308,0.42735,0,0,0,0.346154,9,9,0.777778,6,false
13,7,-6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.175824,13,1.857143,1.857143,23,10,7,2,1,7,1.94591,1.94591,1.94591,1.94591,1.94591,1.702671,5.045467,0.972955,0.972955,1.111949,1.111949,1.52893,0.972955,2.738174,0.538462,0,0,1,0.175824,7,7,0.75,6,false
7,8,1,1,0,0,1,0,0,-2,-3,-3,-20,7.142857,-2.857143,-2.5,-21,8,4,2,0.071429,6,0.642857,0.75,7,6,5,1,1,5,1.846889,1.846889,1.747868,1.747868,1.747868,1.55414,4.680503,1.062438,0.923445,1.012928,1.151921,1.012928,0.863941,2.622872,0.446429,1,0,0,0.071429,7,7,1,2,false
12,4,-8,8,0,0,0,0,0,-4,-4,-4,-16,5.333333,-1.333333,-4,-16,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.039721,1.039721,1.039721,1.039721,1.039721,0.831777,2.166085,0.51986,0.51986,0.51986,0.51986,0.51986,0.415888,1.083042,0,0,0,0,0,12,12,1,12,true
9,3,-6,6,0,0,0,0,0,-3,-3,-3,-9,3,-1,-3,-9,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.549306,0.549306,0.549306,0.549306,0.549306,0.41198,1.007061,0,0,0,0,0,9,9,1,9,true
2,2,0,0,0,0,0,0,0,-2,-2,-2,-4,4,-2,-2,-4,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0.693147,0.693147,0.693147,0.693147,0.693147,0.462098,1.039721,0.346574,0.346574,0.346574,0.346574,0.346574,0.231049,0.51986,0,0,0,0,0,2,2,?,2,true
9,3,-6,6,0,0,0,0,0,-1,-1,-1,-2,0.148148,-0.222222,-0.666667,-2,2,1,1,0.037037,2,0.148148,0.666667,2,2,2,1,1,2,0.636514,0.636514,0.867563,1.098612,1.098612,0.535148,1.243959,0.318257,0.318257,0.433782,0.732408,0.549306,0.267574,0.62198,0.148148,0,0,1,0.037037,8,8,1,7,false
12,3,-9,9,0,0,0,0,0,-3,-3,-3,-9,2.25,-0.75,-3,-9,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,1.098612,1.098612,1.098612,1.098612,1.098612,0.823959,2.014122,0.549306,0.549306,0.549306,0.549306,0.549306,0.41198,1.007061,0,0,0,0,0,12,12,1,12,false
2,2,0,0,0,0,0,0,0,-2,-2,-2,-4,4,-2,-2,-4,0,0,0,0,0,0,0,0,0,0,0,2147483647,-2147483648,0.693147,0.693147,0.693147,0.693147,0.693147,0.462098,1.039721,0.346574,0.346574,0.346574,0.346574,0.346574,0.231049,0.51986,0,0,0,0,0,2,2,?,2,true
