@relation words-weka.filters.unsupervised.attribute.Remove-R51-weka.filters.unsupervised.attribute.Remove-R5-49

@attribute word1Length numeric
@attribute word2Length numeric
@attribute word2-word1Length numeric
@attribute word2-word1LengthAbs numeric
@attribute damerau numeric
@attribute levenshtein numeric
@attribute dice numeric
@attribute hamming numeric
@attribute classe {true,false}

@data
79,1,-78,78,78,78,1,78,true
77,14,-63,63,73,73,1,69,true
134,13,-121,121,127,127,1,124,true
200,30,-170,170,185,185,1,174,true
52,6,-46,46,49,49,1,47,true
180,22,-158,158,170,170,1,165,true
4,5,1,1,4,4,1,3,true
111,19,-92,92,103,103,1,95,false
193,24,-169,169,179,179,1,173,true
8,11,3,3,4,4,0.466667,2,false
57,25,-32,32,50,50,1,44,true
181,31,-150,150,168,168,1,155,true
191,20,-171,171,178,178,1,175,false
57,18,-39,39,53,53,1,49,true
117,20,-97,97,109,109,1,104,true
7,5,-2,2,7,7,1,7,true
52,1,-51,51,51,51,1,51,true
174,18,-156,156,168,168,1,160,true
83,14,-69,69,75,75,1,71,false
14,14,0,0,14,14,1,13,true
7,6,-1,1,3,4,1,2,false
14,6,-8,8,13,13,1,8,false
77,19,-58,58,71,71,1,64,false
29,14,-15,15,21,21,0.948718,17,false
9,9,0,0,7,7,1,2,false
130,17,-113,113,123,123,1,115,false
129,12,-117,117,123,123,1,119,false
40,12,-28,28,37,37,1,34,true
189,20,-169,169,179,179,1,171,false
82,26,-56,56,75,75,1,66,true
85,10,-75,75,81,81,1,79,true
33,1,-32,32,32,32,1,32,false
141,1,-140,140,141,141,1,141,false
100,3,-97,97,98,98,1,97,false
129,18,-111,111,122,122,1,113,false
30,9,-21,21,27,27,1,23,false
35,1,-34,34,35,35,1,35,false
62,33,-29,29,47,47,0.978022,43,false
38,7,-31,31,35,35,1,35,false
112,32,-80,80,99,99,0.985714,94,true
162,1,-161,161,161,161,1,161,true
160,1,-159,159,159,159,1,159,false
144,25,-119,119,132,132,1,124,true
145,14,-131,131,135,135,1,133,false
154,1,-153,153,153,153,1,153,false
108,9,-99,99,103,103,1,99,false
146,1,-145,145,145,145,1,145,true
9,1,-8,8,8,8,1,8,false
45,18,-27,27,42,42,1,36,true
147,28,-119,119,133,133,0.953216,128,false
11,10,-1,1,7,7,1,3,false
145,26,-119,119,133,133,1,126,true
39,9,-30,30,36,36,1,36,true
159,18,-141,141,150,150,1,143,true
23,8,-15,15,19,19,0.925926,18,false
127,13,-114,114,121,121,1,118,false
71,50,-21,21,62,62,1,40,true
44,23,-21,21,38,39,0.873016,29,false
57,17,-40,40,50,50,0.942857,46,false
115,14,-101,101,109,109,1,103,true
90,14,-76,76,85,85,1,80,true
32,9,-23,23,27,27,0.891892,26,false
32,11,-21,21,29,29,1,28,true
188,26,-162,162,175,175,1,167,true
96,25,-71,71,89,89,1,79,false
125,12,-113,113,118,118,1,114,false
177,23,-154,154,168,168,1,159,true
73,47,-26,26,68,68,1,49,true
130,1,-129,129,129,129,1,129,true
21,13,-8,8,19,19,0.933333,15,true
51,47,-4,4,49,49,1,30,true
68,25,-43,43,54,55,0.932584,50,false
23,4,-19,19,21,21,1,19,false
54,8,-46,46,51,51,1,47,false
103,1,-102,102,102,102,1,102,false
111,15,-96,96,104,104,1,98,true
140,23,-117,117,131,131,1,121,false
36,14,-22,22,35,35,1,31,true
63,12,-51,51,57,57,1,55,true
111,1,-110,110,110,110,1,110,false
46,18,-28,28,39,39,1,35,false
123,1,-122,122,123,123,1,123,false
126,9,-117,117,120,120,1,119,false
16,10,-6,6,14,14,1,7,false
60,8,-52,52,57,57,1,55,true
157,1,-156,156,157,157,1,157,false
47,19,-28,28,42,42,1,33,true
10,11,1,1,2,2,0.411765,2,false
67,12,-55,55,64,64,1,60,true
109,63,-46,46,90,90,1,76,false
24,26,2,2,24,24,1,18,true
165,27,-138,138,153,153,1,143,false
56,40,-16,16,52,52,1,38,true
160,16,-144,144,150,150,0.988372,146,false
180,19,-161,161,170,170,1,164,false
22,24,2,2,24,24,1,15,true
199,24,-175,175,186,186,1,180,false
11,11,0,0,11,11,1,9,true
80,25,-55,55,72,72,1,65,true
196,22,-174,174,183,183,1,178,false
179,21,-158,158,168,168,1,161,false
75,12,-63,63,70,70,1,66,true
69,40,-29,29,63,63,1,49,true
141,22,-119,119,130,130,1,123,true
65,21,-44,44,59,59,1,54,true
107,31,-76,76,94,94,1,90,true
35,31,-4,4,34,34,1,26,true
16,10,-6,6,12,12,1,9,false
177,28,-149,149,166,166,1,156,false
9,8,-1,1,4,4,0.538462,2,false
9,9,0,0,1,1,0.285714,1,false
19,22,3,3,19,19,1,14,true
139,19,-120,120,131,131,1,124,true
42,9,-33,33,40,40,1,39,true
183,19,-164,164,170,170,1,169,true
140,1,-139,139,139,139,1,139,true
158,1,-157,157,157,157,1,157,false
12,11,-1,1,6,6,0.684211,5,false
95,11,-84,84,90,90,1,87,true
134,19,-115,115,125,125,1,120,true
106,19,-87,87,99,99,1,96,true
186,25,-161,161,174,174,1,168,false
113,23,-90,90,105,105,1,97,false
87,20,-67,67,81,81,1,73,false
14,2,-12,12,14,14,1,14,true
161,20,-141,141,152,152,1,145,false
157,18,-139,139,151,151,1,144,false
70,7,-63,63,64,64,0.945205,64,false
79,37,-42,42,71,72,1,57,true
98,18,-80,80,93,93,1,87,true
114,3,-111,111,111,111,0.982301,111,false
97,17,-80,80,89,89,1,83,true
131,22,-109,109,121,121,1,113,true
81,9,-72,72,78,78,1,77,false
60,15,-45,45,47,47,0.746479,47,false
133,23,-110,110,123,123,1,117,true
142,1,-141,141,141,141,1,141,true
72,28,-44,44,62,62,1,50,false
41,27,-14,14,34,34,0.96875,25,false
65,8,-57,57,60,60,1,59,true
163,15,-148,148,154,154,1,150,false
124,31,-93,93,115,115,1,102,true
107,18,-89,89,100,100,1,95,true
144,16,-128,128,137,137,1,132,false
12,14,2,2,14,14,1,9,true
125,13,-112,112,118,118,1,113,true
154,20,-134,134,145,145,1,143,false
61,15,-46,46,57,57,1,51,true
185,1,-184,184,184,184,1,184,true
108,10,-98,98,103,103,1,99,false
101,7,-94,94,98,98,1,97,true
10,11,1,1,11,11,1,7,true
129,18,-111,111,123,123,1,115,true
16,16,0,0,16,16,1,14,true
128,19,-109,109,120,120,1,116,true
104,38,-66,66,94,94,1,83,true
156,23,-133,133,145,145,1,137,true
49,14,-35,35,46,46,1,40,true
191,5,-186,186,187,187,1,187,false
33,5,-28,28,31,31,1,31,true
200,31,-169,169,186,186,1,177,true
41,16,-25,25,34,34,1,30,false
160,20,-140,140,150,150,1,144,true
81,34,-47,47,54,54,0.693694,57,false
93,15,-78,78,87,87,1,81,false
138,14,-124,124,132,132,1,129,false
39,32,-7,7,38,38,1,29,true
178,25,-153,153,165,165,1,157,true
78,1,-77,77,77,77,1,77,true
147,22,-125,125,138,138,1,130,false
166,20,-146,146,155,155,1,151,true
98,14,-84,84,89,89,1,88,false
141,19,-122,122,129,129,1,128,true
43,23,-20,20,40,40,1,33,true
68,1,-67,67,68,68,1,68,true
119,16,-103,103,112,112,1,107,false
90,20,-70,70,84,84,1,79,true
146,30,-116,116,134,134,1,124,true
55,8,-47,47,51,51,1,50,true
166,1,-165,165,165,165,1,165,false
160,17,-143,143,149,149,1,145,true
194,22,-172,172,180,180,1,176,false
92,11,-81,81,87,87,1,85,false
86,11,-75,75,79,79,1,77,true
29,9,-20,20,27,27,1,26,true
155,39,-116,116,138,138,1,129,false
108,12,-96,96,103,103,1,99,false
115,7,-108,108,109,109,0.983051,108,false
200,19,-181,181,190,190,1,184,true
95,11,-84,84,91,91,1,88,false
159,13,-146,146,150,150,1,147,false
109,29,-80,80,101,101,1,89,true
50,12,-38,38,45,45,1,40,false
1,1,0,0,1,1,?,1,true
44,38,-6,6,15,15,0.333333,23,false
150,21,-129,129,139,139,1,133,true
98,1,-97,97,97,97,1,97,true
188,1,-187,187,187,187,1,187,true
154,22,-132,132,146,146,1,139,true
11,14,3,3,13,13,1,9,true
87,13,-74,74,78,78,0.9375,78,false
84,15,-69,69,77,77,1,72,false
73,10,-63,63,67,67,1,66,true
68,18,-50,50,62,62,1,57,false
134,19,-115,115,127,127,1,123,true
49,48,-1,1,46,46,1,28,true
38,38,0,0,37,37,1,24,true
67,1,-66,66,66,66,1,66,true
136,1,-135,135,135,135,1,135,false
48,16,-32,32,40,40,1,39,false
132,13,-119,119,125,125,1,120,true
47,1,-46,46,46,46,1,46,false
114,19,-95,95,108,108,1,101,false
164,21,-143,143,153,153,1,149,false
85,13,-72,72,80,80,1,77,true
183,14,-169,169,173,173,1,171,true
27,27,0,0,27,27,1,18,true
68,3,-65,65,68,68,1,67,true
183,19,-164,164,173,173,1,167,true
72,12,-60,60,67,67,1,64,true
196,23,-173,173,186,186,1,179,true
170,1,-169,169,169,169,1,169,true
6,7,1,1,2,2,0.777778,2,false
4,5,1,1,1,1,0.2,0,false
59,24,-35,35,54,54,1,49,true
200,1,-199,199,199,199,1,199,false
4,1,-3,3,3,3,1,3,true
181,21,-160,160,170,170,1,166,false
70,13,-57,57,63,63,1,59,false
71,8,-63,63,68,68,1,68,true
12,12,0,0,5,5,0.8,2,false
65,15,-50,50,59,59,1,56,false
45,13,-32,32,41,41,1,37,true
151,19,-132,132,140,140,1,135,true
192,29,-163,163,177,177,1,170,false
68,9,-59,59,64,64,1,63,false
161,24,-137,137,149,149,1,146,true
197,23,-174,174,186,186,1,178,true
84,9,-75,75,80,80,1,78,false
50,6,-44,44,48,48,1,46,true
86,38,-48,48,55,55,0.566667,60,false
4,4,0,0,1,1,0.5,1,false
140,1,-139,139,139,139,1,139,false
61,12,-49,49,53,53,0.971014,53,false
40,27,-13,13,33,33,0.936508,24,false
17,4,-13,13,16,16,1,16,true
190,21,-169,169,176,176,1,173,false
60,2,-58,58,59,59,1,58,false
142,43,-99,99,128,128,1,120,true
182,24,-158,158,170,170,1,164,false
198,1,-197,197,197,197,1,197,true
86,25,-61,61,75,76,1,71,false
108,1,-107,107,108,108,1,108,true
43,1,-42,42,42,42,1,42,false
47,31,-16,16,32,33,0.918919,21,false
143,22,-121,121,130,130,1,124,false
176,3,-173,173,173,173,1,173,false
185,18,-167,167,174,174,1,168,false
162,24,-138,138,151,151,1,141,true
142,10,-132,132,138,138,1,135,false
52,5,-47,47,51,51,1,50,true
121,1,-120,120,121,121,1,121,true
129,22,-107,107,117,117,1,112,false
18,5,-13,13,14,14,0.894737,14,false
177,4,-173,173,175,175,1,173,false
121,20,-101,101,114,114,1,109,true
21,2,-19,19,21,21,1,21,true
124,41,-83,83,106,106,1,93,false
52,21,-31,31,46,46,1,40,false
151,15,-136,136,142,142,1,137,false
92,21,-71,71,81,81,0.981651,74,false
147,27,-120,120,136,136,1,124,true
112,15,-97,97,105,105,1,99,true
126,4,-122,122,122,122,0.968254,122,false
71,13,-58,58,66,66,1,63,false
166,19,-147,147,156,156,1,153,false
153,27,-126,126,142,142,1,132,false
79,16,-63,63,76,76,1,68,true
33,11,-22,22,29,29,1,28,false
45,39,-6,6,25,25,0.65,21,false
171,24,-147,147,157,157,1,150,true
29,20,-9,9,20,20,0.863636,14,false
82,13,-69,69,77,77,1,72,false
101,14,-87,87,94,94,1,91,true
120,19,-101,101,115,115,1,110,false
141,4,-137,137,138,138,1,138,false
186,22,-164,164,175,175,1,169,false
110,43,-67,67,96,96,0.986577,84,true
150,1,-149,149,150,150,1,150,true
53,28,-25,25,49,49,1,39,true
3,3,0,0,3,3,1,3,true
75,18,-57,57,70,70,1,66,true
98,33,-65,65,89,89,1,76,false
139,19,-120,120,128,128,1,125,false
51,43,-8,8,48,48,1,31,true
162,20,-142,142,152,152,1,145,true
75,10,-65,65,69,69,1,68,true
111,1,-110,110,110,110,1,110,true
94,14,-80,80,88,88,1,83,false
180,28,-152,152,168,168,1,163,false
42,18,-24,24,28,28,0.785714,29,false
100,1,-99,99,99,99,1,99,false
63,4,-59,59,61,61,1,61,true
31,23,-8,8,22,22,0.96,13,false
81,7,-74,74,77,77,1,77,true
56,12,-44,44,52,52,1,50,true
130,8,-122,122,127,127,1,124,true
129,13,-116,116,122,122,1,116,true
178,1,-177,177,177,177,1,177,false
72,23,-49,49,62,62,0.978022,55,false
112,23,-89,89,100,100,1,95,true
51,30,-21,21,43,43,0.948052,32,false
152,20,-132,132,141,141,1,137,false
109,9,-100,100,104,104,1,103,true
193,25,-168,168,178,178,1,174,true
192,31,-161,161,180,180,1,169,false
74,14,-60,60,68,68,1,66,true
135,11,-124,124,128,128,1,125,false
9,6,-3,3,8,8,1,8,true
85,1,-84,84,84,84,1,84,false
199,1,-198,198,198,198,1,198,false
113,1,-112,112,112,112,1,112,false
66,1,-65,65,65,65,1,65,false
48,4,-44,44,46,46,1,46,true
199,27,-172,172,189,189,1,181,false
6,7,1,1,2,2,0.777778,0,false
31,21,-10,10,15,15,0.5,15,false
132,13,-119,119,126,126,1,122,true
166,23,-143,143,153,153,1,149,false
73,19,-54,54,67,67,1,59,true
62,11,-51,51,57,57,1,51,false
88,16,-72,72,82,82,1,78,false
150,2,-148,148,148,148,1,148,false
196,26,-170,170,184,184,1,174,false
113,11,-102,102,106,106,1,105,false
40,35,-5,5,27,27,0.887324,21,false
46,18,-28,28,38,38,1,32,false
26,5,-21,21,24,24,1,22,true
65,44,-21,21,52,53,1,37,false
15,5,-10,10,11,11,0.875,12,false
64,10,-54,54,57,57,1,56,true
122,16,-106,106,114,114,1,110,false
70,5,-65,65,68,68,1,67,true
199,28,-171,171,186,186,1,181,true
166,24,-142,142,156,156,1,148,false
159,4,-155,155,156,156,1,156,true
161,21,-140,140,149,149,1,143,true
194,1,-193,193,193,193,1,193,true
194,25,-169,169,178,178,1,175,true
180,23,-157,157,168,168,1,163,true
159,19,-140,140,151,151,1,146,false
137,3,-134,134,134,134,1,134,false
13,10,-3,3,12,12,1,10,true
189,23,-166,166,174,174,1,170,true
53,17,-36,36,43,43,0.969697,40,false
181,1,-180,180,180,180,1,180,false
161,1,-160,160,160,160,1,160,true
68,32,-36,36,61,61,1,48,true
79,6,-73,73,76,76,1,75,true
22,23,1,1,15,15,0.804878,6,false
47,14,-33,33,39,39,1,36,false
44,7,-37,37,41,41,1,39,false
49,9,-40,40,47,47,1,45,true
26,26,0,0,13,13,0.958333,5,false
138,19,-119,119,131,131,1,124,false
160,1,-159,159,159,159,1,159,false
81,7,-74,74,77,77,1,76,false
196,23,-173,173,183,183,1,174,true
54,8,-46,46,50,50,1,48,false
38,7,-31,31,37,37,1,36,false
58,23,-35,35,42,42,0.714286,44,false
70,6,-64,64,66,66,1,65,false
26,5,-21,21,25,25,1,25,true
88,12,-76,76,83,83,1,81,false
187,17,-170,170,176,176,1,171,true
82,10,-72,72,79,79,1,76,true
145,23,-122,122,134,134,1,125,true
159,15,-144,144,151,151,1,146,false
21,5,-16,16,21,21,1,21,true
121,28,-93,93,110,110,1,103,true
87,11,-76,76,80,80,1,80,false
32,20,-12,12,30,30,1,23,true
148,19,-129,129,139,139,1,136,false
132,1,-131,131,131,131,1,131,true
72,24,-48,48,66,66,1,57,true
200,36,-164,164,188,188,1,175,false
169,17,-152,152,161,161,1,155,false
162,25,-137,137,152,152,1,144,true
175,20,-155,155,163,163,1,158,true
8,6,-2,2,7,7,1,7,true
140,14,-126,126,134,134,1,129,false
121,15,-106,106,115,115,1,109,false
69,19,-50,50,61,61,0.952381,54,false
88,16,-72,72,81,81,1,76,false
92,12,-80,80,84,84,1,83,false
191,1,-190,190,190,190,1,190,false
149,20,-129,129,139,139,1,132,false
122,19,-103,103,116,116,1,111,true
78,15,-63,63,72,72,1,66,true
47,41,-6,6,42,42,1,27,true
187,25,-162,162,177,177,1,166,false
77,12,-65,65,71,71,1,71,false
143,21,-122,122,135,135,1,126,true
127,23,-104,104,121,121,1,111,true
33,12,-21,21,31,31,1,27,true
135,23,-112,112,126,126,1,115,false
86,12,-74,74,80,80,1,78,false
159,22,-137,137,147,147,1,142,true
71,23,-48,48,63,63,1,56,false
98,1,-97,97,97,97,1,97,true
142,17,-125,125,134,134,1,127,true
172,1,-171,171,171,171,1,171,true
162,1,-161,161,161,161,1,161,true
170,22,-148,148,160,160,1,154,false
153,26,-127,127,141,141,1,136,true
16,8,-8,8,15,15,1,14,true
63,15,-48,48,52,52,0.835616,53,false
176,12,-164,164,169,169,1,167,false
52,9,-43,43,45,45,0.929825,44,false
170,24,-146,146,158,158,1,153,true
34,5,-29,29,33,33,1,33,false
138,61,-77,77,120,120,1,105,true
64,14,-50,50,61,61,1,55,true
135,1,-134,134,134,134,1,134,true
62,12,-50,50,59,59,1,57,true
41,19,-22,22,32,32,0.857143,29,false
67,15,-52,52,61,61,1,56,true
44,6,-38,38,41,41,1,39,true
25,11,-14,14,15,15,0.5,15,false
71,9,-62,62,67,67,1,65,true
194,24,-170,170,182,182,1,176,false
90,1,-89,89,89,89,1,89,true
141,12,-129,129,134,134,1,130,true
35,29,-6,6,32,32,1,22,true
48,4,-44,44,45,45,1,44,false
53,19,-34,34,46,46,0.970588,40,false
16,4,-12,12,13,13,1,12,false
86,11,-75,75,82,82,1,80,true
16,5,-11,11,15,15,1,13,false
101,12,-89,89,96,96,1,92,false
71,15,-56,56,67,67,1,63,false
142,23,-119,119,134,134,1,125,true
53,21,-32,32,46,46,1,43,false
114,21,-93,93,103,103,1,98,true
61,14,-47,47,52,52,1,50,false
126,15,-111,111,119,119,1,115,false
81,16,-65,65,77,77,1,72,false
138,9,-129,129,131,131,1,129,true
82,28,-54,54,72,72,0.981132,67,false
30,18,-12,12,24,24,0.954545,18,false
117,1,-116,116,116,116,1,116,true
116,14,-102,102,110,110,1,104,false
5,5,0,0,2,2,0.333333,1,false
61,2,-59,59,60,60,1,59,false
112,16,-96,96,105,105,1,101,true
187,20,-167,167,176,176,1,172,false
73,9,-64,64,70,70,1,69,false
125,1,-124,124,124,124,1,124,false
14,14,0,0,12,12,1,9,true
24,3,-21,21,21,21,1,21,false
150,21,-129,129,140,140,1,132,false
17,11,-6,6,16,16,1,14,true
163,19,-144,144,152,153,1,146,true
131,8,-123,123,125,125,1,125,true
76,5,-71,71,73,73,1,73,false
72,18,-54,54,68,68,1,61,true
12,8,-4,4,8,8,1,7,false
163,22,-141,141,154,154,1,144,false
197,24,-173,173,185,185,1,179,true
84,13,-71,71,78,78,1,75,true
195,22,-173,173,184,184,1,175,true
66,11,-55,55,61,61,1,56,false
15,17,2,2,16,16,1,10,true
86,28,-58,58,77,77,1,69,true
168,21,-147,147,158,158,1,153,true
102,9,-93,93,98,98,1,93,true
68,14,-54,54,65,65,1,60,true
167,26,-141,141,156,156,1,147,false
81,1,-80,80,80,80,1,80,false
161,16,-145,145,152,152,1,146,false
48,9,-39,39,45,45,1,41,false
129,20,-109,109,122,122,1,113,true
4,5,1,1,5,5,1,4,true
94,13,-81,81,87,87,1,85,true
191,1,-190,190,190,190,1,190,true
16,3,-13,13,15,15,1,15,true
84,32,-52,52,76,76,1,62,true
25,23,-2,2,24,24,1,17,true
146,1,-145,145,145,145,1,145,true
154,59,-95,95,125,125,0.894737,121,false
72,21,-51,51,67,67,1,61,true
104,13,-91,91,100,100,1,96,false
158,15,-143,143,151,151,1,144,true
196,28,-168,168,184,184,1,172,false
183,27,-156,156,171,171,1,162,false
47,30,-17,17,39,39,1,27,false
93,54,-39,39,86,86,1,64,true
22,22,0,0,16,16,0.95,9,false
58,25,-33,33,53,53,1,46,true
101,19,-82,82,92,92,1,85,true
92,17,-75,75,87,87,1,78,false
159,24,-135,135,150,150,1,140,false
148,18,-130,130,140,140,1,133,false
182,1,-181,181,181,181,1,181,true
174,17,-157,157,164,164,1,160,false
127,38,-89,89,113,113,1,101,true
174,23,-151,151,163,163,1,156,false
9,1,-8,8,8,8,1,8,false
167,13,-154,154,163,163,1,157,true
90,15,-75,75,84,84,1,81,false
93,19,-74,74,84,84,0.962963,76,false
162,18,-144,144,154,154,1,145,true
130,15,-115,115,123,123,1,118,false
33,3,-30,30,32,32,1,31,false
166,17,-149,149,159,159,1,152,true
127,19,-108,108,119,119,1,115,false
105,32,-73,73,96,96,1,88,true
70,10,-60,60,62,62,1,62,false
44,30,-14,14,40,40,1,30,true
14,14,0,0,9,9,0.833333,4,false
3,3,0,0,0,0,0,0,false
66,25,-41,41,55,55,0.977011,51,false
134,19,-115,115,124,124,1,119,true
86,14,-72,72,79,79,1,76,true
53,13,-40,40,46,46,1,41,true
133,17,-116,116,124,124,1,117,true
154,17,-137,137,143,143,1,139,true
167,25,-142,142,154,154,1,148,true
57,41,-16,16,49,49,1,36,true
94,35,-59,59,81,81,0.968,67,false
111,1,-110,110,110,110,1,110,true
46,4,-42,42,44,44,1,43,false
119,1,-118,118,118,118,1,118,true
175,22,-153,153,164,164,1,155,false
9,7,-2,2,9,9,1,9,true
186,27,-159,159,175,175,1,164,false
151,23,-128,128,141,141,1,132,false
144,12,-132,132,137,137,1,133,true
180,21,-159,159,166,166,1,164,true
16,4,-12,12,16,16,1,16,true
32,17,-15,15,28,28,1,22,true
15,17,2,2,14,14,1,3,false
145,17,-128,128,138,138,1,130,false
60,11,-49,49,56,56,1,53,false
74,12,-62,62,70,70,1,66,false
198,28,-170,170,184,184,1,177,true
192,24,-168,168,179,179,1,173,false
96,21,-75,75,85,85,1,82,false
158,1,-157,157,158,158,1,158,false
68,8,-60,60,65,65,1,63,true
191,33,-158,158,178,178,0.990909,171,false
37,15,-22,22,32,32,1,27,true
104,20,-84,84,94,94,1,89,false
35,14,-21,21,27,27,0.911111,25,false
109,36,-73,73,96,96,1,82,false
107,14,-93,93,97,97,1,95,false
119,1,-118,118,118,118,1,118,false
86,29,-57,57,79,79,1,67,true
125,50,-75,75,105,106,0.964912,96,false
167,24,-143,143,156,156,1,147,true
194,22,-172,172,185,185,1,176,false
99,1,-98,98,98,98,1,98,true
18,16,-2,2,17,17,1,14,true
163,28,-135,135,149,149,1,140,false
163,18,-145,145,155,155,1,150,false
36,18,-18,18,33,33,1,31,true
170,20,-150,150,158,158,1,156,false
88,20,-68,68,82,82,1,73,true
85,24,-61,61,77,77,1,68,true
117,20,-97,97,111,111,1,104,true
4,4,0,0,4,4,1,4,true
35,5,-30,30,33,33,1,33,true
8,8,0,0,7,7,1,7,true
188,19,-169,169,177,177,1,172,true
132,22,-110,110,122,122,1,112,false
113,22,-91,91,104,104,1,95,true
52,14,-38,38,45,45,0.967742,40,false
95,11,-84,84,88,88,1,85,false
61,9,-52,52,58,58,1,54,true
15,11,-4,4,14,14,1,13,true
78,5,-73,73,75,75,1,74,true
180,28,-152,152,166,166,1,163,true
104,15,-89,89,95,95,0.982609,92,false
123,15,-108,108,117,117,1,114,false
172,1,-171,171,171,171,1,171,true
100,16,-84,84,92,92,1,87,true
192,22,-170,170,180,180,1,172,true
138,15,-123,123,132,132,1,126,true
81,9,-72,72,76,76,1,73,true
19,11,-8,8,18,18,1,18,true
62,31,-31,31,51,51,0.977528,42,false
67,11,-56,56,63,63,1,62,false
91,3,-88,88,90,90,1,90,true
2,2,0,0,0,0,?,0,false
78,10,-68,68,74,74,1,70,true
34,25,-9,9,27,27,0.890909,17,false
118,18,-100,100,110,110,1,106,false
137,15,-122,122,132,132,1,126,true
116,3,-113,113,114,114,1,114,true
134,23,-111,111,124,124,1,115,true
33,36,3,3,33,33,1,18,true
184,22,-162,162,173,173,1,165,false
62,7,-55,55,56,56,1,56,false
80,43,-37,37,64,64,0.89916,55,false
150,16,-134,134,141,141,1,136,false
122,5,-117,117,120,120,1,118,true
99,13,-86,86,92,92,0.981481,87,false
143,1,-142,142,142,142,1,142,true
200,1,-199,199,199,199,1,199,false
98,24,-74,74,87,87,1,81,true
150,1,-149,149,149,149,1,149,false
17,10,-7,7,10,10,0.826087,10,false
44,19,-25,25,39,39,1,33,true
132,26,-106,106,120,120,1,115,false
85,37,-48,48,59,59,0.745763,63,false
154,24,-130,130,144,144,1,135,false
12,13,1,1,12,12,1,8,true
189,7,-182,182,185,185,1,183,false
127,1,-126,126,126,126,1,126,true
153,19,-134,134,140,140,1,138,false
166,26,-140,140,153,153,1,146,false
143,24,-119,119,135,135,1,123,true
117,17,-100,100,110,110,1,106,true
90,16,-74,74,81,81,0.941176,78,false
150,1,-149,149,149,149,1,149,true
196,21,-175,175,185,185,1,179,false
56,15,-41,41,51,51,1,46,true
75,9,-66,66,71,71,1,68,false
135,15,-120,120,127,127,1,121,true
177,23,-154,154,164,164,1,159,false
188,21,-167,167,179,179,1,171,false
47,26,-21,21,42,42,1,34,true
101,12,-89,89,98,98,1,93,true
191,15,-176,176,181,181,1,179,false
125,1,-124,124,124,124,1,124,false
43,15,-28,28,41,41,1,38,true
27,2,-25,25,27,27,1,27,true
28,3,-25,25,25,25,0.925926,25,false
179,26,-153,153,170,170,1,158,false
86,54,-32,32,78,78,1,62,true
157,9,-148,148,150,150,1,150,true
195,1,-194,194,194,194,1,194,true
126,14,-112,112,120,120,1,114,false
110,40,-70,70,101,101,1,84,true
49,5,-44,44,47,47,1,47,true
30,32,2,2,26,26,0.965517,11,false
96,4,-92,92,93,93,1,92,true
101,1,-100,100,100,100,1,100,true
191,25,-166,166,181,181,1,169,true
92,1,-91,91,91,91,1,91,false
125,1,-124,124,124,124,1,124,true
35,26,-9,9,23,23,0.859649,19,false
94,33,-61,61,71,71,0.821138,74,false
87,25,-62,62,79,79,1,72,true
116,1,-115,115,115,115,1,115,false
23,24,1,1,2,2,0.162791,5,false
104,20,-84,84,97,97,1,90,true
40,9,-31,31,38,38,1,37,true
160,21,-139,139,151,151,1,142,false
8,8,0,0,3,4,1,0,false
165,13,-152,152,156,156,1,153,false
185,1,-184,184,184,184,1,184,false
11,9,-2,2,10,10,1,6,false
115,15,-100,100,107,107,1,103,true
165,22,-143,143,154,155,1,147,false
74,25,-49,49,65,65,1,57,true
43,19,-24,24,40,40,1,33,false
181,1,-180,180,180,180,1,180,false
135,17,-118,118,126,126,1,123,true
117,14,-103,103,110,110,1,106,true
83,9,-74,74,79,79,1,77,true
80,40,-40,40,70,70,1,57,true
170,17,-153,153,161,161,1,157,false
153,26,-127,127,144,144,1,136,true
191,26,-165,165,178,178,1,170,false
16,18,2,2,17,17,1,12,true
181,22,-159,159,168,168,1,162,false
129,26,-103,103,120,120,1,111,true
119,19,-100,100,110,110,1,105,true
88,13,-75,75,82,82,1,80,false
145,1,-144,144,144,144,1,144,false
48,15,-33,33,43,43,0.966102,38,false
198,25,-173,173,187,187,1,178,true
131,1,-130,130,130,130,1,130,false
150,17,-133,133,141,141,1,134,true
171,1,-170,170,170,170,1,170,true
48,4,-44,44,46,46,1,46,false
21,13,-8,8,20,20,1,18,true
192,26,-166,166,179,179,1,172,true
155,21,-134,134,146,146,0.988372,140,false
178,21,-157,157,167,167,1,159,false
58,31,-27,27,52,52,1,40,true
1,1,0,0,0,0,?,0,false
38,8,-30,30,37,37,1,37,true
152,1,-151,151,151,151,1,151,true
181,31,-150,150,167,167,1,158,false
147,16,-131,131,138,138,1,132,false
193,27,-166,166,177,177,1,170,true
197,1,-196,196,196,196,1,196,true
74,9,-65,65,70,70,1,67,true
164,23,-141,141,155,155,1,149,true
30,9,-21,21,29,29,1,26,true
27,11,-16,16,17,17,0.529412,17,false
163,20,-143,143,152,152,1,144,false
156,9,-147,147,150,150,1,147,true
162,1,-161,161,161,161,1,161,true
53,11,-42,42,51,51,1,47,true
171,15,-156,156,165,165,1,158,true
58,10,-48,48,55,55,1,52,true
112,11,-101,101,106,106,1,103,true
169,1,-168,168,168,168,1,168,false
115,19,-96,96,103,103,1,99,false
60,3,-57,57,58,58,1,57,false
161,20,-141,141,151,151,1,144,true
127,20,-107,107,118,118,1,110,false
11,11,0,0,11,11,1,9,true
88,14,-74,74,82,82,1,78,true
